doc_id,id,mid1,mid2,word1,word2,rel,is_correct,category,expectation
APW_ENG_20070706.1216.LDC2009T13,317056,APW_ENG_20070706.1216.LDC2009T13_2901_2906,APW_ENG_20070706.1216.LDC2009T13_2877_2899,naacp,dennis courtland hayes,org:founded_by,,1,0.99
eng-WL-110-174612-12991749,250363,eng-WL-110-174612-12991749_456_472,eng-WL-110-174612-12991749_337_352,columbia records,beyonce knowles,org:founded_by,,1,0.92
eng-WL-11-174598-12964877,281982,eng-WL-11-174598-12964877_7132_7151,eng-WL-11-174598-12964877_7089_7091,columbia university,le,org:founded_by,,1,0.97
eng-WL-11-174592-12943349,341565,eng-WL-11-174592-12943349_7264_7269,eng-WL-11-174592-12943349_7252_7259,keris,maxwell,per:spouse,,1,0.964
APW_ENG_20071127.0420.LDC2009T13,262681,APW_ENG_20071127.0420.LDC2009T13_1265_1272,APW_ENG_20071127.0420.LDC2009T13_1211_1224,samsung,kim yong-chul,org:founded_by,,1,0.952
NYT_ENG_20070213.0154.LDC2009T13,145218,NYT_ENG_20070213.0154.LDC2009T13_4177_4186,NYT_ENG_20070213.0154.LDC2009T13_4241_4251,wilkinson,instructor,per:title,,1,0.994
eng-WL-107-174567-12933979,205547,eng-WL-107-174567-12933979_537_546,eng-WL-107-174567-12933979_566_570,kate moss,pete,per:spouse,,1,0.924
APW_ENG_20070201.0226.LDC2009T13,52131,APW_ENG_20070201.0226.LDC2009T13_2520_2535,APW_ENG_20070201.0226.LDC2009T13_2510_2519,jorge rodriguez,president,per:title,,1,1
eng-WL-11-174598-12964778,198050,eng-WL-11-174598-12964778_39583_39593,eng-WL-11-174598-12964778_39621_39635,luc besson,milla jovovich,per:spouse,,1,0.922
LTW_ENG_20070709.0037.LDC2009T13,247464,LTW_ENG_20070709.0037.LDC2009T13_1860_1864,LTW_ENG_20070709.0037.LDC2009T13_1850_1859,bush,president,per:title,,1,0.994
APW_ENG_20080328.0718.LDC2009T13,289368,APW_ENG_20080328.0718.LDC2009T13_214_225,APW_ENG_20080328.0718.LDC2009T13_204_213,raul castro,president,per:title,t,1,1
APW_ENG_20071221.1184.LDC2009T13,282413,APW_ENG_20071221.1184.LDC2009T13_1645_1659,APW_ENG_20071221.1184.LDC2009T13_1677_1683,casey aldridge,father,per:title,,1,0.928
eng-WL-11-174592-12943349,347438,eng-WL-11-174592-12943349_2821_2834,eng-WL-11-174592-12943349_2812_2820,greg berlanti,producer,per:title,,1,1
AFP_ENG_20080711.0272.LDC2009T13,26631,AFP_ENG_20080711.0272.LDC2009T13_244_255,AFP_ENG_20080711.0272.LDC2009T13_584_596,raul castro,fidel castro,per:siblings,t,1,1
AFP_ENG_20080402.0552.LDC2009T13,91949,AFP_ENG_20080402.0552.LDC2009T13_1648_1667,AFP_ENG_20080402.0552.LDC2009T13_1564_1567,samsung electronics,lee,org:founded_by,,1,0.986
NYT_ENG_20080418.0011.LDC2009T13,249217,NYT_ENG_20080418.0011.LDC2009T13_949_956,NYT_ENG_20080418.0011.LDC2009T13_961_964,samsung,lee,org:founded_by,,1,0.922
APW_ENG_20070910.1469.LDC2009T13,148160,APW_ENG_20070910.1469.LDC2009T13_514_517,APW_ENG_20070910.1469.LDC2009T13_374_382,cia,i. lewis,org:founded_by,,1,0.986
eng-WL-11-174595-12968344,178117,eng-WL-11-174595-12968344_8843_8852,eng-WL-11-174595-12968344_8754_8759,dc united,becks,org:founded_by,,1,0.972
NYT_ENG_20081204.0106.LDC2009T13,2759,NYT_ENG_20081204.0106.LDC2009T13_1542_1550,NYT_ENG_20081204.0106.LDC2009T13_1428_1438,cerberus,bob corker,org:founded_by,,1,0.936
AFP_ENG_20071004.0637.LDC2009T13,166537,AFP_ENG_20071004.0637.LDC2009T13_4253_4259,AFP_ENG_20071004.0637.LDC2009T13_4271_4278,camilo,ernesto,per:spouse,,1,0.952
APW_ENG_20070325.0736.LDC2009T13,335331,APW_ENG_20070325.0736.LDC2009T13_2519_2521,APW_ENG_20070325.0736.LDC2009T13_2483_2493,eu,steinmeier,org:founded_by,,1,0.972
eng-WL-11-174595-12967955,247813,eng-WL-11-174595-12967955_2085_2090,eng-WL-11-174595-12967955_2073_2080,kevin,britney,per:spouse,,1,0.972
XIN_ENG_20080224.0191.LDC2009T13,104161,XIN_ENG_20080224.0191.LDC2009T13_166_177,XIN_ENG_20080224.0191.LDC2009T13_186_195,raul castro,president,per:title,,1,0.996
AFP_ENG_20070522.0097.LDC2009T13,149117,AFP_ENG_20070522.0097.LDC2009T13_1656_1659,AFP_ENG_20070522.0097.LDC2009T13_1785_1801,cps,margaret beckett,org:founded_by,,1,0.95
AFP_ENG_20080819.0190.LDC2009T13,41971,AFP_ENG_20080819.0190.LDC2009T13_1088_1099,AFP_ENG_20080819.0190.LDC2009T13_1104_1118,al sharpton,jessie jackson,per:spouse,,1,0.996
APW_ENG_20080214.0681.LDC2009T13,186768,APW_ENG_20080214.0681.LDC2009T13_1363_1369,APW_ENG_20080214.0681.LDC2009T13_1276_1287,yonhap,lee hak-soo,org:founded_by,,1,0.928
NYT_ENG_20070327.0012.LDC2009T13,73146,NYT_ENG_20070327.0012.LDC2009T13_5523_5550,NYT_ENG_20070327.0012.LDC2009T13_5296_5308,foreign relations committee,barack obama,org:founded_by,,1,0.986
APW_ENG_20070315.1712.LDC2009T13,269139,APW_ENG_20070315.1712.LDC2009T13_1532_1540,APW_ENG_20070315.1712.LDC2009T13_1572_1583,sony bmg,springsteen,org:founded_by,,1,0.918
APW_ENG_20070504.1021.LDC2009T13,232560,APW_ENG_20070504.1021.LDC2009T13_3045_3055,APW_ENG_20070504.1021.LDC2009T13_3123_3130,navy times,palfrey,org:founded_by,,1,0.944
CNA_ENG_20080130.0029.LDC2009T13,166465,CNA_ENG_20080130.0029.LDC2009T13_557_571,CNA_ENG_20080130.0029.LDC2009T13_547_556,chen shui-bian,president,per:title,,1,1
NYT_ENG_20071211.0220.LDC2009T13,91289,NYT_ENG_20071211.0220.LDC2009T13_5389_5413,NYT_ENG_20071211.0220.LDC2009T13_5444_5450,university of california,pandit,org:founded_by,,1,0.946
eng-NG-31-142679-10067786,214265,eng-NG-31-142679-10067786_1986_1989,eng-NG-31-142679-10067786_2146_2154,cps,pasquill,org:founded_by,,1,0.974
NYT_ENG_20070503.0013.LDC2009T13,189884,NYT_ENG_20070503.0013.LDC2009T13_378_393,NYT_ENG_20070503.0013.LDC2009T13_319_342,barnes & amp,margaret ajemian ahnert,org:founded_by,,1,0.948
AFP_ENG_20081113.0454.LDC2009T13,187669,AFP_ENG_20081113.0454.LDC2009T13_795_808,AFP_ENG_20081113.0454.LDC2009T13_957_962,agency review,obama,org:founded_by,,1,0.982
eng-WL-11-174584-12960321,304490,eng-WL-11-174584-12960321_548_565,eng-WL-11-174584-12960321_494_507,michael stagliano,deanna pappas,per:spouse,,1,0.996
NYT_ENG_20070220.0115.LDC2009T13,109940,NYT_ENG_20070220.0115.LDC2009T13_1374_1391,NYT_ENG_20070220.0115.LDC2009T13_1355_1369,mark fainaru-wada,lance williams,per:spouse,,1,0.956
LTW_ENG_20080717.0122.LDC2009T13,282615,LTW_ENG_20080717.0122.LDC2009T13_2434_2445,LTW_ENG_20080717.0122.LDC2009T13_2358_2379,freddie mac,christopher edley jr.,org:founded_by,,1,0.958
NYT_ENG_20080819.0172.LDC2009T13,594,NYT_ENG_20080819.0172.LDC2009T13_2647_2651,NYT_ENG_20080819.0172.LDC2009T13_2690_2695,usoc,ruger,org:founded_by,,1,0.962
NYT_ENG_20071121.0204.LDC2009T13,214094,NYT_ENG_20071121.0204.LDC2009T13_3061_3072,NYT_ENG_20071121.0204.LDC2009T13_3053_3060,john mccain,senator,per:title,,1,0.992
eng-NG-31-138139-9803479,190699,eng-NG-31-138139-9803479_2075_2081,eng-NG-31-138139-9803479_2134_2143,castro,president,per:title,,1,0.984
APW_ENG_20080802.0031.LDC2009T13,312562,APW_ENG_20080802.0031.LDC2009T13_3142_3156,APW_ENG_20080802.0031.LDC2009T13_3108_3125,casey aldridge,jamie lynn spears,per:spouse,,1,0.994
APW_ENG_20080902.0132.LDC2009T13,125382,APW_ENG_20080902.0132.LDC2009T13_1853_1867,APW_ENG_20080902.0132.LDC2009T13_1872_1881,angelina jolie,brad pitt,per:spouse,,1,0.994
NYT_ENG_20070413.0189.LDC2009T13,143956,NYT_ENG_20070413.0189.LDC2009T13_2710_2721,NYT_ENG_20070413.0189.LDC2009T13_2745_2783,andy wollen,kansas traditional republican majority,per:employee_or_member_of,,1,0.938
eng-WL-11-174595-12968566,308621,eng-WL-11-174595-12968566_2978_2985,eng-WL-11-174595-12968566_2957_2966,charles,johansson,per:spouse,,1,0.968
eng-WL-11-174595-12968423,38528,eng-WL-11-174595-12968423_6985_6989,eng-WL-11-174595-12968423_6889_6893,rick,mark,per:spouse,,1,0.92
eng-WL-11-174584-12964413,303154,eng-WL-11-174584-12964413_1044_1047,eng-WL-11-174584-12964413_1034_1038,wes,juan,per:spouse,,1,0.91
APW_ENG_20070103.0042.LDC2009T13,110361,APW_ENG_20070103.0042.LDC2009T13_300_313,APW_ENG_20070103.0042.LDC2009T13_294_299,oprah winfrey,queen,per:title,,1,1
APW_ENG_20070913.1575.LDC2009T13,14004,APW_ENG_20070913.1575.LDC2009T13_4094_4110,APW_ENG_20070913.1575.LDC2009T13_4086_4092,frankie brewster,mother,per:title,,1,0.958
eng-WL-11-174572-12947987,61137,eng-WL-11-174572-12947987_178_191,eng-WL-11-174572-12947987_155_173,spencer pratt,heidi montag pratt,per:spouse,,1,0.934
eng-WL-11-174611-12976934,249443,eng-WL-11-174611-12976934_611_628,eng-WL-11-174611-12976934_603_610,brandon mcinerney,student,per:title,,1,1
APW_ENG_20071005.0104.LDC2009T13,346502,APW_ENG_20071005.0104.LDC2009T13_4475_4488,APW_ENG_20071005.0104.LDC2009T13_4469_4474,demond wilson,actor,per:title,,1,0.998
eng-WL-11-174595-12968276,68404,eng-WL-11-174595-12968276_4276_4289,eng-WL-11-174595-12968276_4298_4311,barron hilton,conrad hilton,per:parents,f,1,0.95
AFP_ENG_20081206.0326.LDC2009T13,242661,AFP_ENG_20081206.0326.LDC2009T13_251_262,AFP_ENG_20081206.0326.LDC2009T13_241_250,hugo chavez,president,per:title,,1,1
NYT_ENG_20070413.0189.LDC2009T13,143518,NYT_ENG_20070413.0189.LDC2009T13_5849_5854,NYT_ENG_20070413.0189.LDC2009T13_5867_5874,obama,senator,per:title,,1,0.922
APW_ENG_20070305.0137.LDC2009T13,131392,APW_ENG_20070305.0137.LDC2009T13_3205_3210,APW_ENG_20070305.0137.LDC2009T13_3185_3191,naacp,gordon,org:founded_by,,1,0.954
LTW_ENG_20070929.0134.LDC2009T13,341350,LTW_ENG_20070929.0134.LDC2009T13_1482_1493,LTW_ENG_20070929.0134.LDC2009T13_1262_1275,countrywide,hilton foster,org:founded_by,,1,0.992
LTW_ENG_20071224.0044.LDC2009T13,68916,LTW_ENG_20071224.0044.LDC2009T13_3177_3188,LTW_ENG_20071224.0044.LDC2009T13_3170_3176,bill devlin,pastor,per:title,,1,0.998
APW_ENG_20070109.0017.LDC2009T13,139726,APW_ENG_20070109.0017.LDC2009T13_2750_2768,APW_ENG_20070109.0017.LDC2009T13_2693_2714,conocophillips co.,british petroleum plc,org:subsidiaries,,1,0.902
NYT_ENG_20070925.0158.LDC2009T13,142454,NYT_ENG_20070925.0158.LDC2009T13_948_953,NYT_ENG_20070925.0158.LDC2009T13_917_923,delta,peters,org:founded_by,,1,0.95
APW_ENG_20080202.0818.LDC2009T13,1282,APW_ENG_20080202.0818.LDC2009T13_2248_2261,APW_ENG_20080202.0818.LDC2009T13_2403_2414,rob schneider,mario lopez,per:spouse,,1,0.968
eng-WL-11-174583-12935669,83485,eng-WL-11-174583-12935669_61637_61644,eng-WL-11-174583-12935669_61715_61722,clinton,kennedy,per:spouse,,1,0.928
eng-WL-107-174567-12931870,250638,eng-WL-107-174567-12931870_1542_1546,eng-WL-107-174567-12931870_1551_1557,sean,jayden,per:spouse,,1,0.994
eng-WL-11-174576-12934572,26374,eng-WL-11-174576-12934572_3241_3265,eng-WL-11-174576-12934572_3118_3133,chelsea district library,louise jernigan,org:founded_by,,1,0.988
APW_ENG_20070217.0243.LDC2009T13,311585,APW_ENG_20070217.0243.LDC2009T13_4266_4277,APW_ENG_20070217.0243.LDC2009T13_4391_4400,raul castro,president,per:title,,1,0.992
XIN_ENG_20080519.0095.LDC2009T13,66950,XIN_ENG_20080519.0095.LDC2009T13_1431_1435,XIN_ENG_20080519.0095.LDC2009T13_1276_1284,umno,mahathir,org:founded_by,,1,0.99
NYT_ENG_20071119.0253.LDC2009T13,327172,NYT_ENG_20071119.0253.LDC2009T13_2766_2773,NYT_ENG_20071119.0253.LDC2009T13_2847_2850,samsung,kim,org:founded_by,,1,0.976
APW_ENG_20080305.0254.LDC2009T13,149272,APW_ENG_20080305.0254.LDC2009T13_2002_2005,APW_ENG_20080305.0254.LDC2009T13_2112_2122,jbs,steve hunt,org:founded_by,,1,0.906
APW_ENG_20071120.1452.LDC2009T13,26617,APW_ENG_20071120.1452.LDC2009T13_451_462,APW_ENG_20071120.1452.LDC2009T13_441_450,hugo chavez,president,per:title,t,1,0.996
AFP_ENG_20080307.0148.LDC2009T13,14208,AFP_ENG_20080307.0148.LDC2009T13_2638_2647,AFP_ENG_20080307.0148.LDC2009T13_2613_2626,rio group,daniel ortega,org:founded_by,,1,0.986
APW_ENG_20071121.0250.LDC2009T13,56183,APW_ENG_20071121.0250.LDC2009T13_3566_3578,APW_ENG_20071121.0250.LDC2009T13_3608_3620,earl maucker,sun-sentinel,per:employee_or_member_of,,1,0.91
XIN_ENG_20080519.0095.LDC2009T13,64722,XIN_ENG_20080519.0095.LDC2009T13_1591_1595,XIN_ENG_20080519.0095.LDC2009T13_1500_1508,umno,mahathir,org:founded_by,,1,1
eng-WL-11-174595-12968216,124346,eng-WL-11-174595-12968216_9782_9799,eng-WL-11-174595-12968216_9913_9926,manchester united,alex ferguson,org:founded_by,,1,0.932
AFP_ENG_20080408.0512.LDC2009T13,255323,AFP_ENG_20080408.0512.LDC2009T13_234_243,AFP_ENG_20080408.0512.LDC2009T13_254_272,red cross,jacob kellenberger,org:founded_by,,1,0.972
APW_ENG_20070317.0870.LDC2009T13,115243,APW_ENG_20070317.0870.LDC2009T13_1158_1168,APW_ENG_20070317.0870.LDC2009T13_1242_1264,bill gates,gabriel garcia marquez,per:spouse,,1,0.924
AFP_ENG_20070405.0102.LDC2009T13,299100,AFP_ENG_20070405.0102.LDC2009T13_2765_2778,AFP_ENG_20070405.0102.LDC2009T13_2759_2764,javier solana,chief,per:title,,1,1
NYT_ENG_20071115.0202.LDC2009T13,52518,NYT_ENG_20071115.0202.LDC2009T13_3383_3398,NYT_ENG_20071115.0202.LDC2009T13_3321_3336,visitors bureau,michael robison,org:founded_by,,1,0.99
eng-WL-11-174594-12961457,85215,eng-WL-11-174594-12961457_710_720,eng-WL-11-174594-12961457_757_764,jamie lynn,brother,per:title,,1,0.97
NYT_ENG_20071012.0064.LDC2009T13,47749,NYT_ENG_20071012.0064.LDC2009T13_4234_4249,NYT_ENG_20071012.0064.LDC2009T13_4134_4138,democratic u.s.,dodd,org:founded_by,,1,0.926
eng-WL-11-174598-12964877,284911,eng-WL-11-174598-12964877_1102_1112,eng-WL-11-174598-12964877_1144_1156,ny fashion,alice dellal,org:founded_by,,1,0.952
LTW_ENG_20071003.0146.LDC2009T13,214175,LTW_ENG_20071003.0146.LDC2009T13_260_277,LTW_ENG_20071003.0146.LDC2009T13_242_259,robert morgenthau,district attorney,per:title,,1,1
AFP_ENG_20080803.0201.LDC2009T13,53369,AFP_ENG_20080803.0201.LDC2009T13_3739_3756,AFP_ENG_20080803.0201.LDC2009T13_3762_3771,briton max mosley,president,per:title,,1,0.918
APW_ENG_20071116.1329.LDC2009T13,320268,APW_ENG_20071116.1329.LDC2009T13_4919_4935,APW_ENG_20071116.1329.LDC2009T13_5004_5007,samsung everland,lee,org:founded_by,,1,0.97
NYT_ENG_20080114.0064.LDC2009T13,58590,NYT_ENG_20080114.0064.LDC2009T13_2188_2203,NYT_ENG_20080114.0064.LDC2009T13_2278_2283,david alexander,model,per:title,,1,0.908
NYT_ENG_20070507.0173.LDC2009T13,291315,NYT_ENG_20070507.0173.LDC2009T13_1749_1762,NYT_ENG_20070507.0173.LDC2009T13_1564_1581,merrill lynch,william d. dallas,org:founded_by,,1,0.992
APW_ENG_20071116.0532.LDC2009T13,344922,APW_ENG_20071116.0532.LDC2009T13_4312_4315,APW_ENG_20071116.0532.LDC2009T13_4383_4389,lee,father,per:title,,1,0.926
eng-WL-11-174592-12943349,344664,eng-WL-11-174592-12943349_5514_5521,eng-WL-11-174592-12943349_5504_5509,maxwell,keris,per:spouse,,1,0.97
XIN_ENG_20080923.0285.LDC2009T13,297286,XIN_ENG_20080923.0285.LDC2009T13_414_423,XIN_ENG_20080923.0285.LDC2009T13_404_413,hu jintao,president,per:title,t,1,1
NYT_ENG_20071217.0008.LDC2009T13,257052,NYT_ENG_20071217.0008.LDC2009T13_797_814,NYT_ENG_20071217.0008.LDC2009T13_1050_1056,the new york post,carter,org:founded_by,,1,0.932
eng-WL-11-174592-12942490,276196,eng-WL-11-174592-12942490_614_663,eng-WL-11-174592-12942490_588_601,metropolitan museum of art costume institute gala,meredith grey,org:founded_by,,1,0.942
APW_ENG_20070625.1155.LDC2009T13,312940,APW_ENG_20070625.1155.LDC2009T13_1683_1691,APW_ENG_20070625.1155.LDC2009T13_1698_1707,mcdonald,rodriguez,org:founded_by,,1,0.94
eng-WL-11-174595-12968409,165188,eng-WL-11-174595-12968409_6620_6632,eng-WL-11-174595-12968409_6660_6667,missy elliot,whodini,per:spouse,,1,0.958
APW_ENG_20080807.1162.LDC2009T13,216125,APW_ENG_20080807.1162.LDC2009T13_290_297,APW_ENG_20080807.1162.LDC2009T13_322_329,l'oreal,beyonce,org:founded_by,,1,0.954
eng-WL-11-174643-13000465,115098,eng-WL-11-174643-13000465_454_465,eng-WL-11-174643-13000465_392_404,chris ivery,ellen pompeo,per:spouse,,1,0.992
eng-WL-11-174594-12963640,170347,eng-WL-11-174594-12963640_643_654,eng-WL-11-174594-12963640_635_641,t.r. knight,george,per:spouse,,1,0.966
APW_ENG_20071005.0104.LDC2009T13,345371,APW_ENG_20071005.0104.LDC2009T13_1504_1515,APW_ENG_20071005.0104.LDC2009T13_1497_1503,teddy riley,singer,per:title,,1,1
APW_ENG_20071020.0664.LDC2009T13,312130,APW_ENG_20071020.0664.LDC2009T13_4652_4659,APW_ENG_20071020.0664.LDC2009T13_4628_4639,rowhani,ahmadinejad,per:spouse,,1,0.95
NYT_ENG_20081215.0225.LDC2009T13,95505,NYT_ENG_20081215.0225.LDC2009T13_633_647,NYT_ENG_20081215.0225.LDC2009T13_488_492,bernard madoff,mark,per:children,,1,0.988
NYT_ENG_20070614.0139.LDC2009T13,128310,NYT_ENG_20070614.0139.LDC2009T13_2373_2378,NYT_ENG_20070614.0139.LDC2009T13_2358_2367,delta,grinstein,org:founded_by,,1,0.94
APW_ENG_20081208.1292.LDC2009T13,91061,APW_ENG_20081208.1292.LDC2009T13_3056_3069,APW_ENG_20081208.1292.LDC2009T13_3075_3082,liz rosenberg,madonna,per:spouse,,1,0.916
NYT_ENG_20071007.0047.LDC2009T13,138327,NYT_ENG_20071007.0047.LDC2009T13_1735_1745,NYT_ENG_20071007.0047.LDC2009T13_1767_1786,rich frank,walt disney studios,per:employee_or_member_of,,1,0.962
NYT_ENG_20070207.0213.LDC2009T13,241405,NYT_ENG_20070207.0213.LDC2009T13_2521_2536,NYT_ENG_20070207.0213.LDC2009T13_2488_2498,ghaleb majadele,legislator,per:title,,1,0.902
eng-WL-11-174598-12964778,198948,eng-WL-11-174598-12964778_30588_30595,eng-WL-11-174598-12964778_30540_30546,justice,bailey,org:founded_by,,1,0.968
eng-WL-11-174598-12964840,183032,eng-WL-11-174598-12964840_3443_3451,eng-WL-11-174598-12964840_3478_3490,westlife,kerry katona,org:founded_by,,1,0.962
eng-WL-11-174608-12979911,97976,eng-WL-11-174608-12979911_60889_60899,eng-WL-11-174608-12979911_60849_60860,suze orman,tammy bruce,org:founded_by,,1,0.93
LTW_ENG_20081003.0118.LDC2009T13,3368,LTW_ENG_20081003.0118.LDC2009T13_1778_1789,LTW_ENG_20081003.0118.LDC2009T13_1693_1698,freddie mac,davis,org:founded_by,,1,0.964
eng-WL-11-174595-12968566,307231,eng-WL-11-174595-12968566_21555_21568,eng-WL-11-174595-12968566_21573_21585,julia roberts,emily watson,per:spouse,,1,0.998
APW_ENG_20081023.0044.LDC2009T13,346138,APW_ENG_20081023.0044.LDC2009T13_1307_1312,APW_ENG_20081023.0044.LDC2009T13_1178_1186,msnbc,bachmann,org:founded_by,,1,0.97
NYT_ENG_20070110.0208.LDC2009T13,313270,NYT_ENG_20070110.0208.LDC2009T13_596_623,NYT_ENG_20070110.0208.LDC2009T13_556_560,federal election commission,dodd,org:founded_by,,1,0.922
APW_ENG_20070705.1125.LDC2009T13,344023,APW_ENG_20070705.1125.LDC2009T13_725_739,APW_ENG_20070705.1125.LDC2009T13_715_724,vladimir putin,president,per:title,,1,1
LTW_ENG_20080509.0121.LDC2009T13,92928,LTW_ENG_20080509.0121.LDC2009T13_8457_8463,LTW_ENG_20080509.0121.LDC2009T13_8449_8456,mccain,senator,per:title,,1,0.994
NYT_ENG_20070905.0002.LDC2009T13,273838,NYT_ENG_20070905.0002.LDC2009T13_235_244,NYT_ENG_20070905.0002.LDC2009T13_360_376,citigroup,vikram s. pandit,org:founded_by,,1,0.966
AFP_ENG_20070317.0577.LDC2009T13,174058,AFP_ENG_20070317.0577.LDC2009T13_325_332,AFP_ENG_20070317.0577.LDC2009T13_249_263,ferrari,kimi raikkonen,org:founded_by,,1,0.984
APW_ENG_20070125.0254.LDC2009T13,341459,APW_ENG_20070125.0254.LDC2009T13_2681_2687,APW_ENG_20070125.0254.LDC2009T13_2668_2672,nkorea,rice,org:founded_by,,1,0.948
NYT_ENG_20080921.0033.LDC2009T13,211285,NYT_ENG_20080921.0033.LDC2009T13_5748_5754,NYT_ENG_20080921.0033.LDC2009T13_5782_5791,pandit,executive,per:title,,1,0.96
APW_ENG_20070517.0094.LDC2009T13,113547,APW_ENG_20070517.0094.LDC2009T13_1025_1035,APW_ENG_20070517.0094.LDC2009T13_1067_1077,villeneuve,damon hill,per:spouse,,1,0.924
eng-WL-11-174595-12968465,323501,eng-WL-11-174595-12968465_23739_23756,eng-WL-11-174595-12968465_23760_23773,denzel washington,russell crowe,per:spouse,,1,0.974
AFP_ENG_20070423.0120.LDC2009T13,330185,AFP_ENG_20070423.0120.LDC2009T13_2576_2591,AFP_ENG_20070423.0120.LDC2009T13_2567_2575,ursula plassnik,minister,per:title,,1,0.97
AFP_ENG_20081125.0833.LDC2009T13,103224,AFP_ENG_20081125.0833.LDC2009T13_1344_1370,AFP_ENG_20081125.0833.LDC2009T13_1290_1296,national electoral council,garcia,org:founded_by,,1,0.972
eng-WL-11-174592-12942167,283285,eng-WL-11-174592-12942167_1421_1428,eng-WL-11-174592-12942167_1433_1444,playboy,hugh hefner,org:founded_by,,1,0.976
NYT_ENG_20081204.0106.LDC2009T13,1653,NYT_ENG_20081204.0106.LDC2009T13_1136_1160,NYT_ENG_20081204.0106.LDC2009T13_1075_1091,senate banking committee,ron gettelfinger,org:founded_by,,1,0.978
APW_ENG_20070116.0176.LDC2009T13,177788,APW_ENG_20070116.0176.LDC2009T13_878_888,APW_ENG_20070116.0176.LDC2009T13_913_926,heidi klum,kyra sedgwick,per:spouse,,1,0.942
eng-WL-11-174611-12971375,117444,eng-WL-11-174611-12971375_437_443,eng-WL-11-174611-12971375_426_432,andrew,jeremy,per:spouse,,1,0.974
AFP_ENG_20080429.0756.LDC2009T13,86135,AFP_ENG_20080429.0756.LDC2009T13_758_769,AFP_ENG_20080429.0756.LDC2009T13_878_885,raul castro,brother,per:title,,1,0.984
eng-WL-11-174588-12938684,227892,eng-WL-11-174588-12938684_49499_49507,eng-WL-11-174588-12938684_49457_49462,brothers,reese,org:founded_by,,1,0.946
NYT_ENG_20080509.0172.LDC2009T13,167523,NYT_ENG_20080509.0172.LDC2009T13_1115_1123,NYT_ENG_20080509.0172.LDC2009T13_1044_1059,congress,ben s. bernanke,org:founded_by,,1,0.97
eng-WL-11-174572-12946915,119236,eng-WL-11-174572-12946915_454_463,eng-WL-11-174572-12946915_448_453,adam senn,model,per:title,,1,1
APW_ENG_20070102.0412.LDC2009T13,254673,APW_ENG_20070102.0412.LDC2009T13_619_631,APW_ENG_20070102.0412.LDC2009T13_488_497,daily mirror,kate moss,org:founded_by,,1,0.978
eng-NG-31-100705-11214639,266642,eng-NG-31-100705-11214639_399_416,eng-NG-31-100705-11214639_373_378,national assembly,fidel,org:founded_by,,1,0.92
APW_ENG_20080202.0818.LDC2009T13,3794,APW_ENG_20080202.0818.LDC2009T13_2403_2414,APW_ENG_20080202.0818.LDC2009T13_2263_2277,mario lopez,kim kardashian,per:spouse,,1,0.93
APW_ENG_20070220.1460.LDC2009T13,331249,APW_ENG_20070220.1460.LDC2009T13_4430_4460,APW_ENG_20070220.1460.LDC2009T13_4588_4594,independent steelworkers union,mittal,org:founded_by,,1,0.95
AFP_ENG_20070618.0672.LDC2009T13,263481,AFP_ENG_20070618.0672.LDC2009T13_815_819,AFP_ENG_20070618.0672.LDC2009T13_807_814,raul,brother,per:title,,1,1
LTW_ENG_20071116.0115.LDC2009T13,236635,LTW_ENG_20071116.0115.LDC2009T13_2058_2065,LTW_ENG_20071116.0115.LDC2009T13_2085_2096,fermina,hildebranda,per:spouse,,1,0.918
LTW_ENG_20080417.0122.LDC2009T13,186926,LTW_ENG_20080417.0122.LDC2009T13_3941_3951,LTW_ENG_20080417.0122.LDC2009T13_3965_3970,paul scott,stein,per:spouse,,1,0.956
NYT_ENG_20070404.0020.LDC2009T13,190846,NYT_ENG_20070404.0020.LDC2009T13_2131_2163,NYT_ENG_20070404.0020.LDC2009T13_2297_2303,jackson hewitt tax services inc.,hewitt,org:founded_by,,1,0.97
NYT_ENG_20080206.0146.LDC2009T13,129132,NYT_ENG_20080206.0146.LDC2009T13_2841_2855,NYT_ENG_20080206.0146.LDC2009T13_3035_3047,dolce & amp,tyson ballou,org:founded_by,,1,0.956
NYT_ENG_20071001.0094.LDC2009T13,269074,NYT_ENG_20071001.0094.LDC2009T13_1576_1582,NYT_ENG_20071001.0094.LDC2009T13_1570_1575,romney,elder,per:title,,1,1
eng-WL-110-174626-12995831,94179,eng-WL-110-174626-12995831_7732_7736,eng-WL-110-174626-12995831_7723_7725,jose,aj,per:spouse,,1,0.932
eng-WL-11-174584-12964464,347613,eng-WL-11-174584-12964464_4045_4050,eng-WL-11-174584-12964464_4067_4080,jason,deanna pappas,per:spouse,,1,0.916
APW_ENG_20070910.1469.LDC2009T13,148693,APW_ENG_20070910.1469.LDC2009T13_802_816,APW_ENG_20070910.1469.LDC2009T13_792_801,george w. bush,president,per:title,,1,1
APW_ENG_20070413.1297.LDC2009T13,189846,APW_ENG_20070413.1297.LDC2009T13_1144_1148,APW_ENG_20070413.1297.LDC2009T13_1234_1248,citi,charles prince,org:founded_by,,1,0.964
eng-WL-111-174637-12996192,39573,eng-WL-111-174637-12996192_4430_4447,eng-WL-111-174637-12996192_4475_4480,danny butterfield,lewis,per:spouse,,1,0.948
APW_ENG_20070330.0205.LDC2009T13,304441,APW_ENG_20070330.0205.LDC2009T13_802_816,APW_ENG_20070330.0205.LDC2009T13_796_801,sam huntington,actor,per:title,,1,1
