person1_id,person2_id,sentence_id,description,is_true,relation_id,id
APW_ENG_20071011.0294.LDC2009T13_494_21,APW_ENG_20071011.0294.LDC2009T13_494_28,APW_ENG_20071011.0294.LDC2009T13_494,Ruth Harkin-Tom Harkin,t,APW_ENG_20071011.0294.LDC2009T13_494_21-APW_ENG_20071011.0294.LDC2009T13_494_28,102114
eng-WL-11-174595-12967850_604_5,eng-WL-11-174595-12967850_604_8,eng-WL-11-174595-12967850_604,Nicole Kidman-Keith Urban,t,eng-WL-11-174595-12967850_604_5-eng-WL-11-174595-12967850_604_8,92339
eng-WL-11-174572-12946719_13_11,eng-WL-11-174572-12946719_13_14,eng-WL-11-174572-12946719_13,Heidi Montag-Spencer Pratt,t,eng-WL-11-174572-12946719_13_11-eng-WL-11-174572-12946719_13_14,142661
APW_ENG_20070523.1284.LDC2009T13_330_10,APW_ENG_20070523.1284.LDC2009T13_330_3,APW_ENG_20070523.1284.LDC2009T13_330,Daniel Pearl-Mariane Pearl,t,APW_ENG_20070523.1284.LDC2009T13_330_10-APW_ENG_20070523.1284.LDC2009T13_330_3,121467
132553@39_16,132553@39_29,132553@39,John Kerry-Teresa Heinz,t,132553@39_16-132553@39_29,133286
eng-WL-11-174595-12967894_1627_3,eng-WL-11-174595-12967894_1627_0,eng-WL-11-174595-12967894_1627,Deryck Whibley-Avril Lavigne,t,eng-WL-11-174595-12967894_1627_3-eng-WL-11-174595-12967894_1627_0,51127
LTW_ENG_20070123.0008.LDC2009T13_206_26,LTW_ENG_20070123.0008.LDC2009T13_206_29,LTW_ENG_20070123.0008.LDC2009T13_206,Jules Dassin-Melina Mercouri,t,LTW_ENG_20070123.0008.LDC2009T13_206_26-LTW_ENG_20070123.0008.LDC2009T13_206_29,184093
APW_ENG_20070610.0354.LDC2009T13_21_0,APW_ENG_20070610.0354.LDC2009T13_21_31,APW_ENG_20070610.0354.LDC2009T13_21,John Lennon-Yoko Ono,t,APW_ENG_20070610.0354.LDC2009T13_21_0-APW_ENG_20070610.0354.LDC2009T13_21_31,196924
eng-NG-31-145805-10295400_20_15,eng-NG-31-145805-10295400_20_4,eng-NG-31-145805-10295400_20,Katie Holmes-Tom Cruise,t,eng-NG-31-145805-10295400_20_15-eng-NG-31-145805-10295400_20_4,260498
eng-NG-31-102599-10989951_310_4,eng-NG-31-102599-10989951_310_7,eng-NG-31-102599-10989951_310,Tammy Wynette-George Jones,t,eng-NG-31-102599-10989951_310_4-eng-NG-31-102599-10989951_310_7,169391
eng-WL-11-174595-12968490_1824_7,eng-WL-11-174595-12968490_1824_4,eng-WL-11-174595-12968490_1824,Spencer Pratt-Heidi Montag,t,eng-WL-11-174595-12968490_1824_7-eng-WL-11-174595-12968490_1824_4,37522
LTW_ENG_20070222.0051.LDC2009T13_92_2,LTW_ENG_20070222.0051.LDC2009T13_92_5,LTW_ENG_20070222.0051.LDC2009T13_92,Alan Greenspan-Andrea Mitchell,t,LTW_ENG_20070222.0051.LDC2009T13_92_2-LTW_ENG_20070222.0051.LDC2009T13_92_5,266180
APW_ENG_20070324.0563.LDC2009T13_93_2,APW_ENG_20070324.0563.LDC2009T13_93_5,APW_ENG_20070324.0563.LDC2009T13_93,Albena Denkova-Maxim Staviski,t,APW_ENG_20070324.0563.LDC2009T13_93_2-APW_ENG_20070324.0563.LDC2009T13_93_5,4236
NYT_ENG_20081107.0179.LDC2009T13_490_10,NYT_ENG_20081107.0179.LDC2009T13_490_29,NYT_ENG_20081107.0179.LDC2009T13_490,Hillary Rodham Clinton-Bill Clinton,t,NYT_ENG_20081107.0179.LDC2009T13_490_10-NYT_ENG_20081107.0179.LDC2009T13_490_29,190442
eng-WL-11-174594-12963277_33_20,eng-WL-11-174594-12963277_33_8,eng-WL-11-174594-12963277_33,Abby McGrew-Eli Manning,t,eng-WL-11-174594-12963277_33_20-eng-WL-11-174594-12963277_33_8,86549
NYT_ENG_20071210.0189.LDC2009T13_115_35,NYT_ENG_20071210.0189.LDC2009T13_115_18,NYT_ENG_20071210.0189.LDC2009T13_115,Lee Hsien Loong-Ho Ching,t,NYT_ENG_20071210.0189.LDC2009T13_115_35-NYT_ENG_20071210.0189.LDC2009T13_115_18,130938
NYT_ENG_20070527.0127.LDC2009T13_241_54,NYT_ENG_20070527.0127.LDC2009T13_241_63,NYT_ENG_20070527.0127.LDC2009T13_241,Gillian Welch-David Rawlings,t,NYT_ENG_20070527.0127.LDC2009T13_241_54-NYT_ENG_20070527.0127.LDC2009T13_241_63,226051
eng-WL-110-174612-12993923_69_7,eng-WL-110-174612-12993923_69_10,eng-WL-110-174612-12993923_69,Jermaine Dupri-Janet Jackson,t,eng-WL-110-174612-12993923_69_7-eng-WL-110-174612-12993923_69_10,106796
AFP_ENG_20080303.0776.LDC2009T13_34_4,AFP_ENG_20080303.0776.LDC2009T13_34_12,AFP_ENG_20080303.0776.LDC2009T13_34,Alan Duncan-James Dunseath,t,AFP_ENG_20080303.0776.LDC2009T13_34_4-AFP_ENG_20080303.0776.LDC2009T13_34_12,254473
NYT_ENG_20080310.0152.LDC2009T13_1049_17,NYT_ENG_20080310.0152.LDC2009T13_1049_26,NYT_ENG_20080310.0152.LDC2009T13_1049,James Taylor-Carly Simon,t,NYT_ENG_20080310.0152.LDC2009T13_1049_17-NYT_ENG_20080310.0152.LDC2009T13_1049_26,262517
APW_ENG_20080421.0735.LDC2009T13_363_12,APW_ENG_20080421.0735.LDC2009T13_363_6,APW_ENG_20080421.0735.LDC2009T13_363,Bill Clinton-Hillary Rodham Clinton,t,APW_ENG_20080421.0735.LDC2009T13_363_12-APW_ENG_20080421.0735.LDC2009T13_363_6,195894
LTW_ENG_20070227.0149.LDC2009T13_256_9,LTW_ENG_20070227.0149.LDC2009T13_256_6,LTW_ENG_20070227.0149.LDC2009T13_256,Mary Pickford-Douglas Fairbanks,t,LTW_ENG_20070227.0149.LDC2009T13_256_9-LTW_ENG_20070227.0149.LDC2009T13_256_6,51166
APW_ENG_20070622.0121.LDC2009T13_172_2,APW_ENG_20070622.0121.LDC2009T13_172_6,APW_ENG_20070622.0121.LDC2009T13_172,Julia Roberts-Lyle Lovett,t,APW_ENG_20070622.0121.LDC2009T13_172_2-APW_ENG_20070622.0121.LDC2009T13_172_6,203999
eng-WL-11-174595-12968135_1056_49,eng-WL-11-174595-12968135_1056_6,eng-WL-11-174595-12968135_1056,Howard K. Stern-Anna Nicole Smith,t,eng-WL-11-174595-12968135_1056_49-eng-WL-11-174595-12968135_1056_6,224630
NYT_ENG_20080910.0205.LDC2009T13_697_16,NYT_ENG_20080910.0205.LDC2009T13_697_5,NYT_ENG_20080910.0205.LDC2009T13_697,Michelle Obama-Barack Obama,t,NYT_ENG_20080910.0205.LDC2009T13_697_16-NYT_ENG_20080910.0205.LDC2009T13_697_5,203063
eng-NG-31-141960-9983908_13_19,eng-NG-31-141960-9983908_13_12,eng-NG-31-141960-9983908_13,David Beckham-Victoria Beckham,t,eng-NG-31-141960-9983908_13_19-eng-NG-31-141960-9983908_13_12,180107
132379@10_14,132379@10_21,132379@10,Cindy McCain-John McCain,t,132379@10_14-132379@10_21,621
69602@1_8,69602@1_14,69602@1,Eric Clapton-Pattie Boyd,t,69602@1_8-69602@1_14,97523
eng-WL-11-174595-12968156_649_0,eng-WL-11-174595-12968156_649_6,eng-WL-11-174595-12968156_649,Kelis-Nas,t,eng-WL-11-174595-12968156_649_0-eng-WL-11-174595-12968156_649_6,132386
32666@33_11,32666@33_36,32666@33,Alec Baldwin-Kim Basinger,t,32666@33_11-32666@33_36,153900
eng-WL-11-174598-12964778_18905_9,eng-WL-11-174598-12964778_18905_2,eng-WL-11-174598-12964778_18905,Salman Rushdie-Padma Lakshmi,t,eng-WL-11-174598-12964778_18905_9-eng-WL-11-174598-12964778_18905_2,149711
NYT_ENG_20080204.0088.LDC2009T13_1170_17,NYT_ENG_20080204.0088.LDC2009T13_1170_7,NYT_ENG_20080204.0088.LDC2009T13_1170,Nicole Boxer-Tony Rodham,t,NYT_ENG_20080204.0088.LDC2009T13_1170_17-NYT_ENG_20080204.0088.LDC2009T13_1170_7,92820
19656@2_0,19656@2_11,19656@2,Niki Tsongas-Paul Tsongas,t,19656@2_0-19656@2_11,211270
eng-WL-11-174595-12967622_177_0,eng-WL-11-174595-12967622_177_3,eng-WL-11-174595-12967622_177,Gwen Stefani-Gavin Rossdale,t,eng-WL-11-174595-12967622_177_0-eng-WL-11-174595-12967622_177_3,180521
AFP_ENG_20080310.0042.LDC2009T13_285_22,AFP_ENG_20080310.0042.LDC2009T13_285_28,AFP_ENG_20080310.0042.LDC2009T13_285,Britney Spears-Kevin Federline,t,AFP_ENG_20080310.0042.LDC2009T13_285_22-AFP_ENG_20080310.0042.LDC2009T13_285_28,118241
145276@7_11,145276@7_17,145276@7,Barack Obama-Michelle Obama,t,145276@7_11-145276@7_17,249367
eng-WL-11-174583-12936803_20_8,eng-WL-11-174583-12936803_20_5,eng-WL-11-174583-12936803_20,Angelina Jolie-Brad Pitt,t,eng-WL-11-174583-12936803_20_8-eng-WL-11-174583-12936803_20_5,86090
LTW_ENG_20070907.0130.LDC2009T13_258_33,LTW_ENG_20070907.0130.LDC2009T13_258_36,LTW_ENG_20070907.0130.LDC2009T13_258,Ted Danson-Mary Steenburgen,t,LTW_ENG_20070907.0130.LDC2009T13_258_33-LTW_ENG_20070907.0130.LDC2009T13_258_36,50657
LTW_ENG_20080204.0017.LDC2009T13_72_24,LTW_ENG_20080204.0017.LDC2009T13_72_14,LTW_ENG_20080204.0017.LDC2009T13_72,Mitt Romney-Ann Romney,t,LTW_ENG_20080204.0017.LDC2009T13_72_24-LTW_ENG_20080204.0017.LDC2009T13_72_14,146455
eng-WL-11-174595-12967887_1055_0,eng-WL-11-174595-12967887_1055_42,eng-WL-11-174595-12967887_1055,Nick Lachey-Vanessa Minnillo,t,eng-WL-11-174595-12967887_1055_0-eng-WL-11-174595-12967887_1055_42,260059
NYT_ENG_20081203.0008.LDC2009T13_973_11,NYT_ENG_20081203.0008.LDC2009T13_973_0,NYT_ENG_20081203.0008.LDC2009T13_973,Gary Shead-Odetta,t,NYT_ENG_20081203.0008.LDC2009T13_973_11-NYT_ENG_20081203.0008.LDC2009T13_973_0,147999
AFP_ENG_20080124.0121.LDC2009T13_653_26,AFP_ENG_20080124.0121.LDC2009T13_653_41,AFP_ENG_20080124.0121.LDC2009T13_653,Yvette Cooper-Ed Balls,t,AFP_ENG_20080124.0121.LDC2009T13_653_26-AFP_ENG_20080124.0121.LDC2009T13_653_41,178827
39148@14_92,39148@14_6,39148@14,Ashley Judd-Dario Franchitti,t,39148@14_92-39148@14_6,193125
eng-WL-110-174612-12993076_12_56,eng-WL-110-174612-12993076_12_14,eng-WL-110-174612-12993076_12,Kevin Federline-Britney Spears,t,eng-WL-110-174612-12993076_12_56-eng-WL-110-174612-12993076_12_14,235817
APW_ENG_20070212.0248.LDC2009T13_276_30,APW_ENG_20070212.0248.LDC2009T13_276_26,APW_ENG_20070212.0248.LDC2009T13_276,Will Scheffer-Mark V. Olsen,t,APW_ENG_20070212.0248.LDC2009T13_276_30-APW_ENG_20070212.0248.LDC2009T13_276_26,155610
eng-NG-31-148121-10557544_10_9,eng-NG-31-148121-10557544_10_6,eng-NG-31-148121-10557544_10,Lisa Bonet-Lenny Kravitz,t,eng-NG-31-148121-10557544_10_9-eng-NG-31-148121-10557544_10_6,29090
APW_ENG_20070222.1481.LDC2009T13_18_15,APW_ENG_20070222.1481.LDC2009T13_18_7,APW_ENG_20070222.1481.LDC2009T13_18,Britney Spears-Kevin Federline,t,APW_ENG_20070222.1481.LDC2009T13_18_15-APW_ENG_20070222.1481.LDC2009T13_18_7,194714
LTW_ENG_20080204.0027.LDC2009T13_350_22,LTW_ENG_20080204.0027.LDC2009T13_350_13,LTW_ENG_20080204.0027.LDC2009T13_350,Jeff Richmond-Tina Fey,t,LTW_ENG_20080204.0027.LDC2009T13_350_22-LTW_ENG_20080204.0027.LDC2009T13_350_13,242801
AFP_ENG_20080502.0469.LDC2009T13_10_58,AFP_ENG_20080502.0469.LDC2009T13_10_66,AFP_ENG_20080502.0469.LDC2009T13_10,Asif Ali Zardari-Benazir Bhutto,t,AFP_ENG_20080502.0469.LDC2009T13_10_58-AFP_ENG_20080502.0469.LDC2009T13_10_66,141775
124351@50_82,124351@50_26,124351@50,Emma Thomas-Christopher Nolan,t,124351@50_82-124351@50_26,774
APW_ENG_20080520.1523.LDC2009T13_212_3,APW_ENG_20080520.1523.LDC2009T13_212_6,APW_ENG_20080520.1523.LDC2009T13_212,Gillian Murphy-Ethan Stiefel,t,APW_ENG_20080520.1523.LDC2009T13_212_3-APW_ENG_20080520.1523.LDC2009T13_212_6,28602
eng-WL-11-174643-13000077_9_0,eng-WL-11-174643-13000077_9_3,eng-WL-11-174643-13000077_9,Carson Daly-Siri Pinter,t,eng-WL-11-174643-13000077_9_0-eng-WL-11-174643-13000077_9_3,223065
NYT_ENG_20070327.0012.LDC2009T13_8_5,NYT_ENG_20070327.0012.LDC2009T13_8_16,NYT_ENG_20070327.0012.LDC2009T13_8,Bill Clinton-Hillary Rodham Clinton,t,NYT_ENG_20070327.0012.LDC2009T13_8_5-NYT_ENG_20070327.0012.LDC2009T13_8_16,105359
AFP_ENG_20081106.0839.LDC2009T13_441_2,AFP_ENG_20081106.0839.LDC2009T13_441_24,AFP_ENG_20081106.0839.LDC2009T13_441,George Takei-Brad Altman,t,AFP_ENG_20081106.0839.LDC2009T13_441_2-AFP_ENG_20081106.0839.LDC2009T13_441_24,25083
29408@27_23,29408@27_17,29408@27,Dee Dee Myers-Todd Purdum,t,29408@27_23-29408@27_17,115215
APW_ENG_20070906.0203.LDC2009T13_17_0,APW_ENG_20070906.0203.LDC2009T13_17_55,APW_ENG_20070906.0203.LDC2009T13_17,Gwen Stefani-Gavin Rossdale,t,APW_ENG_20070906.0203.LDC2009T13_17_0-APW_ENG_20070906.0203.LDC2009T13_17_55,11112
APW_ENG_20080404.1293.LDC2009T13_13_1,APW_ENG_20080404.1293.LDC2009T13_13_7,APW_ENG_20080404.1293.LDC2009T13_13,Hillary Rodham Clinton-Bill Clinton,t,APW_ENG_20080404.1293.LDC2009T13_13_1-APW_ENG_20080404.1293.LDC2009T13_13_7,100783
APW_ENG_20080913.0743.LDC2009T13_258_3,APW_ENG_20080913.0743.LDC2009T13_258_0,APW_ENG_20080913.0743.LDC2009T13_258,Brad Pitt-Angelina Jolie,t,APW_ENG_20080913.0743.LDC2009T13_258_3-APW_ENG_20080913.0743.LDC2009T13_258_0,218755
AFP_ENG_20080310.0509.LDC2009T13_39_8,AFP_ENG_20080310.0509.LDC2009T13_39_0,AFP_ENG_20080310.0509.LDC2009T13_39,Benazir Bhutto-Asif Ali Zardari,t,AFP_ENG_20080310.0509.LDC2009T13_39_8-AFP_ENG_20080310.0509.LDC2009T13_39_0,98571
NYT_ENG_20070404.0091.LDC2009T13_7_22,NYT_ENG_20070404.0091.LDC2009T13_7_31,NYT_ENG_20070404.0091.LDC2009T13_7,Elizabeth Taylor-John Warner,t,NYT_ENG_20070404.0091.LDC2009T13_7_22-NYT_ENG_20070404.0091.LDC2009T13_7_31,285062
AFP_ENG_20080122.0686.LDC2009T13_13_9,AFP_ENG_20080122.0686.LDC2009T13_13_0,AFP_ENG_20080122.0686.LDC2009T13_13,Nicolas Sarkozy-Carla Bruni,t,AFP_ENG_20080122.0686.LDC2009T13_13_9-AFP_ENG_20080122.0686.LDC2009T13_13_0,158550
NYT_ENG_20070914.0028.LDC2009T13_627_13,NYT_ENG_20070914.0028.LDC2009T13_627_22,NYT_ENG_20070914.0028.LDC2009T13_627,Galina Vishnevskaya-Mstislav Rostropovich,t,NYT_ENG_20070914.0028.LDC2009T13_627_13-NYT_ENG_20070914.0028.LDC2009T13_627_22,188447
NYT_ENG_20081014.0136.LDC2009T13_1130_40,NYT_ENG_20081014.0136.LDC2009T13_1130_57,NYT_ENG_20081014.0136.LDC2009T13_1130,Joice Mujuru-Solomon Mujuru,t,NYT_ENG_20081014.0136.LDC2009T13_1130_40-NYT_ENG_20081014.0136.LDC2009T13_1130_57,265677
eng-WL-107-174567-12933046_13_18,eng-WL-107-174567-12933046_13_15,eng-WL-107-174567-12933046_13,Dax Shepard-Kristen Bell,t,eng-WL-107-174567-12933046_13_18-eng-WL-107-174567-12933046_13_15,63988
APW_ENG_20081002.0137.LDC2009T13_565_9,APW_ENG_20081002.0137.LDC2009T13_565_26,APW_ENG_20081002.0137.LDC2009T13_565,Asif Ali Zardari-Benazir Bhutto,t,APW_ENG_20081002.0137.LDC2009T13_565_9-APW_ENG_20081002.0137.LDC2009T13_565_26,276477
eng-NG-31-143594-10250082_244_4,eng-NG-31-143594-10250082_244_0,eng-NG-31-143594-10250082_244,Renee Rosnes-Bill Charlap,t,eng-NG-31-143594-10250082_244_4-eng-NG-31-143594-10250082_244_0,235100
APW_ENG_20071027.0055.LDC2009T13_20_14,APW_ENG_20071027.0055.LDC2009T13_20_11,APW_ENG_20071027.0055.LDC2009T13_20,Kevin Federline-Britney Spears,t,APW_ENG_20071027.0055.LDC2009T13_20_14-APW_ENG_20071027.0055.LDC2009T13_20_11,280527
NYT_ENG_20081125.0007.LDC2009T13_673_14,NYT_ENG_20081125.0007.LDC2009T13_673_17,NYT_ENG_20081125.0007.LDC2009T13_673,Judith Malina-Julian Beck,t,NYT_ENG_20081125.0007.LDC2009T13_673_14-NYT_ENG_20081125.0007.LDC2009T13_673_17,37619
NYT_ENG_20070606.0291.LDC2009T13_1303_15,NYT_ENG_20070606.0291.LDC2009T13_1303_36,NYT_ENG_20070606.0291.LDC2009T13_1303,Tony Parker-Eva Longoria,t,NYT_ENG_20070606.0291.LDC2009T13_1303_15-NYT_ENG_20070606.0291.LDC2009T13_1303_36,168203
APW_ENG_20080405.0487.LDC2009T13_71_9,APW_ENG_20080405.0487.LDC2009T13_71_3,APW_ENG_20080405.0487.LDC2009T13_71,Laura Bush-George W. Bush,t,APW_ENG_20080405.0487.LDC2009T13_71_9-APW_ENG_20080405.0487.LDC2009T13_71_3,67778
eng-WL-11-174595-12967602_758_6,eng-WL-11-174595-12967602_758_11,eng-WL-11-174595-12967602_758,Liv Tyler-Royston Langdon,t,eng-WL-11-174595-12967602_758_6-eng-WL-11-174595-12967602_758_11,219052
LTW_ENG_20070328.0110.LDC2009T13_27_20,LTW_ENG_20070328.0110.LDC2009T13_27_23,LTW_ENG_20070328.0110.LDC2009T13_27,Douglas Fairbanks-Mary Pickford,t,LTW_ENG_20070328.0110.LDC2009T13_27_20-LTW_ENG_20070328.0110.LDC2009T13_27_23,104969
LTW_ENG_20080112.0072.LDC2009T13_190_29,LTW_ENG_20080112.0072.LDC2009T13_190_20,LTW_ENG_20080112.0072.LDC2009T13_190,Rodion Shchedrin-Maya Plisetskaya,t,LTW_ENG_20080112.0072.LDC2009T13_190_29-LTW_ENG_20080112.0072.LDC2009T13_190_20,34371
LTW_ENG_20071013.0051.LDC2009T13_471_5,LTW_ENG_20071013.0051.LDC2009T13_471_0,LTW_ENG_20071013.0051.LDC2009T13_471,Eddie Murphy-Nicole Mitchell Murphy,t,LTW_ENG_20071013.0051.LDC2009T13_471_5-LTW_ENG_20071013.0051.LDC2009T13_471_0,126000
NYT_ENG_20080215.0001.LDC2009T13_407_61,NYT_ENG_20080215.0001.LDC2009T13_407_3,NYT_ENG_20080215.0001.LDC2009T13_407,Tom Cruise-Katie Holmes,t,NYT_ENG_20080215.0001.LDC2009T13_407_61-NYT_ENG_20080215.0001.LDC2009T13_407_3,149051
eng-WL-11-174595-12968388_1532_3,eng-WL-11-174595-12968388_1532_0,eng-WL-11-174595-12968388_1532,Guy Ritchie-Madonna,t,eng-WL-11-174595-12968388_1532_3-eng-WL-11-174595-12968388_1532_0,54987
NYT_ENG_20070223.0242.LDC2009T13_177_44,NYT_ENG_20070223.0242.LDC2009T13_177_23,NYT_ENG_20070223.0242.LDC2009T13_177,Brad Pitt-Jennifer Aniston,t,NYT_ENG_20070223.0242.LDC2009T13_177_44-NYT_ENG_20070223.0242.LDC2009T13_177_23,264379
eng-WL-11-174592-12943107_44_0,eng-WL-11-174592-12943107_44_17,eng-WL-11-174592-12943107_44,Jerry O'Connell-Rebecca Romijn,t,eng-WL-11-174592-12943107_44_0-eng-WL-11-174592-12943107_44_17,221257
APW_ENG_20080512.0424.LDC2009T13_13_15,APW_ENG_20080512.0424.LDC2009T13_13_12,APW_ENG_20080512.0424.LDC2009T13_13,Heather Mills-Paul McCartney,t,APW_ENG_20080512.0424.LDC2009T13_13_15-APW_ENG_20080512.0424.LDC2009T13_13_12,274313
23278@22_13,23278@22_19,23278@22,Amy Poehler-Will Arnett,t,23278@22_13-23278@22_19,97009
eng-WL-11-174579-12936126_13_0,eng-WL-11-174579-12936126_13_6,eng-WL-11-174579-12936126_13,Brad Pitt-Jennifer Aniston,t,eng-WL-11-174579-12936126_13_0-eng-WL-11-174579-12936126_13_6,69064
108189@16_35,108189@16_15,108189@16,Melina Mercouri-Jules Dassin,t,108189@16_35-108189@16_15,38848
NYT_ENG_20080911.0059.LDC2009T13_148_22,NYT_ENG_20080911.0059.LDC2009T13_148_13,NYT_ENG_20080911.0059.LDC2009T13_148,Frances McDormand-Joel Coen,t,NYT_ENG_20080911.0059.LDC2009T13_148_22-NYT_ENG_20080911.0059.LDC2009T13_148_13,53590
AFP_ENG_20081214.0411.LDC2009T13_97_15,AFP_ENG_20081214.0411.LDC2009T13_97_23,AFP_ENG_20081214.0411.LDC2009T13_97,Brad Pitt-Angelina Jolie,t,AFP_ENG_20081214.0411.LDC2009T13_97_15-AFP_ENG_20081214.0411.LDC2009T13_97_23,118168
APW_ENG_20080310.1251.LDC2009T13_0_5,APW_ENG_20080310.1251.LDC2009T13_0_0,APW_ENG_20080310.1251.LDC2009T13_0,Kevin Federline-Britney Spears,t,APW_ENG_20080310.1251.LDC2009T13_0_5-APW_ENG_20080310.1251.LDC2009T13_0_0,180230
AFP_ENG_20071224.0059.LDC2009T13_11_1,AFP_ENG_20071224.0059.LDC2009T13_11_6,AFP_ENG_20071224.0059.LDC2009T13_11,Katherine Heigl-Josh Kelley,t,AFP_ENG_20071224.0059.LDC2009T13_11_1-AFP_ENG_20071224.0059.LDC2009T13_11_6,272569
eng-WL-11-174598-12965115_940_15,eng-WL-11-174598-12965115_940_0,eng-WL-11-174598-12965115_940,Elsa Pataky-Adrien Brody,t,eng-WL-11-174598-12965115_940_15-eng-WL-11-174598-12965115_940_0,207203
eng-WL-11-174595-12970283_226_15,eng-WL-11-174595-12970283_226_29,eng-WL-11-174595-12970283_226,Katie Holmes-Tom Cruise,t,eng-WL-11-174595-12970283_226_15-eng-WL-11-174595-12970283_226_29,131224
eng-NG-31-146464-10425496_19_1,eng-NG-31-146464-10425496_19_18,eng-NG-31-146464-10425496_19,Angelina Jolie-Brad Pitt,t,eng-NG-31-146464-10425496_19_1-eng-NG-31-146464-10425496_19_18,257567
eng-WL-11-174595-12968479_1147_49,eng-WL-11-174595-12968479_1147_45,eng-WL-11-174595-12968479_1147,Spencer Pratt-Heidi Montag,t,eng-WL-11-174595-12968479_1147_49-eng-WL-11-174595-12968479_1147_45,71142
NYT_ENG_20080109.0027.LDC2009T13_1052_7,NYT_ENG_20080109.0027.LDC2009T13_1052_36,NYT_ENG_20080109.0027.LDC2009T13_1052,Bill Clinton-Hillary Rodham Clinton,t,NYT_ENG_20080109.0027.LDC2009T13_1052_7-NYT_ENG_20080109.0027.LDC2009T13_1052_36,246608
eng-NG-31-142146-10008688_540_72,eng-NG-31-142146-10008688_540_45,eng-NG-31-142146-10008688_540,Rajiv Gandhi-Sonia Gandhi,t,eng-NG-31-142146-10008688_540_72-eng-NG-31-142146-10008688_540_45,9937
eng-WL-11-174587-12962265_50_4,eng-WL-11-174587-12962265_50_7,eng-WL-11-174587-12962265_50,Ken Olin-Patricia Wettig,t,eng-WL-11-174587-12962265_50_4-eng-WL-11-174587-12962265_50_7,27923
61971@12_51,61971@12_54,61971@12,Bill Clinton-Hillary Rodham Clinton,t,61971@12_51-61971@12_54,135591
13706@8_21,13706@8_12,13706@8,Paul Tsongas-Niki Tsongas,t,13706@8_21-13706@8_12,1389
AFP_ENG_20080307.0029.LDC2009T13_11_4,AFP_ENG_20080307.0029.LDC2009T13_11_24,AFP_ENG_20080307.0029.LDC2009T13_11,Nicolas Sarkozy-Carla Bruni,t,AFP_ENG_20080307.0029.LDC2009T13_11_4-AFP_ENG_20080307.0029.LDC2009T13_11_24,177031
eng-WL-11-174595-12968558_2529_24,eng-WL-11-174595-12968558_2529_27,eng-WL-11-174595-12968558_2529,Heidi Montag-Spencer Pratt,t,eng-WL-11-174595-12968558_2529_24-eng-WL-11-174595-12968558_2529_27,182557
121716@17_16,121716@17_28,121716@17,Bill Clinton-Hillary Rodham Clinton,t,121716@17_16-121716@17_28,248155
eng-WL-11-174643-13000319_0_2,eng-WL-11-174643-13000319_0_5,eng-WL-11-174643-13000319_0,ryan reynolds-scarlett johansson,t,eng-WL-11-174643-13000319_0_2-eng-WL-11-174643-13000319_0_5,242372
NYT_ENG_20070510.0164.LDC2009T13_1106_28,NYT_ENG_20070510.0164.LDC2009T13_1106_25,NYT_ENG_20070510.0164.LDC2009T13_1106,Diana Churchill-Duncan Sandys,t,NYT_ENG_20070510.0164.LDC2009T13_1106_28-NYT_ENG_20070510.0164.LDC2009T13_1106_25,34989
eng-NG-31-141957-9978424_39_7,eng-NG-31-141957-9978424_39_1,eng-NG-31-141957-9978424_39,Jesse James-Sandra Bullock,t,eng-NG-31-141957-9978424_39_7-eng-NG-31-141957-9978424_39_1,123039
eng-WL-11-174595-12968329_421_0,eng-WL-11-174595-12968329_421_3,eng-WL-11-174595-12968329_421,Nicole Richie-Joel Madden,t,eng-WL-11-174595-12968329_421_0-eng-WL-11-174595-12968329_421_3,31449
APW_ENG_20081124.0101.LDC2009T13_335_2,APW_ENG_20081124.0101.LDC2009T13_335_4,APW_ENG_20081124.0101.LDC2009T13_335,Rihanna-Chris Brown,t,APW_ENG_20081124.0101.LDC2009T13_335_2-APW_ENG_20081124.0101.LDC2009T13_335_4,84808
eng-WL-107-174567-12931781_344_6,eng-WL-107-174567-12931781_344_4,eng-WL-107-174567-12931781_344,Chris Brown-Rihanna,t,eng-WL-107-174567-12931781_344_6-eng-WL-107-174567-12931781_344_4,122326
91267@1_15,91267@1_0,91267@1,Bill Clinton-Hillary Rodham Clinton,t,91267@1_15-91267@1_0,82693
eng-WL-11-174595-12968498_1403_6,eng-WL-11-174595-12968498_1403_8,eng-WL-11-174595-12968498_1403,Fergie-Josh Duhamel,t,eng-WL-11-174595-12968498_1403_6-eng-WL-11-174595-12968498_1403_8,260756
APW_ENG_20080714.0430.LDC2009T13_753_35,APW_ENG_20080714.0430.LDC2009T13_753_38,APW_ENG_20080714.0430.LDC2009T13_753,Angelina Jolie-Brad Pitt,t,APW_ENG_20080714.0430.LDC2009T13_753_35-APW_ENG_20080714.0430.LDC2009T13_753_38,144164
eng-WL-11-174611-12974329_20_10,eng-WL-11-174611-12974329_20_13,eng-WL-11-174611-12974329_20,Anna Paquin-Stephen Moyer,t,eng-WL-11-174611-12974329_20_10-eng-WL-11-174611-12974329_20_13,260824
44735@15_19,44735@15_28,44735@15,Hillary Rodham Clinton-Bill Clinton,t,44735@15_19-44735@15_28,212277
APW_ENG_20070204.0217.LDC2009T13_204_13,APW_ENG_20070204.0217.LDC2009T13_204_16,APW_ENG_20070204.0217.LDC2009T13_204,Jonathan Dayton-Valerie Faris,t,APW_ENG_20070204.0217.LDC2009T13_204_13-APW_ENG_20070204.0217.LDC2009T13_204_16,139562
