person1_id,person2_id,sentence_id,description,is_true,relation_id,id
APW_ENG_20080206.0137.LDC2009T13_134_28,APW_ENG_20080206.0137.LDC2009T13_134_25,APW_ENG_20080206.0137.LDC2009T13_134,Al Gore-Joni Mitchell,f,APW_ENG_20080206.0137.LDC2009T13_134_28-APW_ENG_20080206.0137.LDC2009T13_134_25,219038
XIN_ENG_20080826.0139.LDC2009T13_23_14,XIN_ENG_20080826.0139.LDC2009T13_23_20,XIN_ENG_20080826.0139.LDC2009T13_23,Michael Sata-Levy Mwanawasa,f,XIN_ENG_20080826.0139.LDC2009T13_23_14-XIN_ENG_20080826.0139.LDC2009T13_23_20,132319
153636@27_30,153636@27_33,153636@27,James Dunn-Sally Eilers,f,153636@27_30-153636@27_33,212093
NYT_ENG_20070112.0081.LDC2009T13_667_3,NYT_ENG_20070112.0081.LDC2009T13_667_9,NYT_ENG_20070112.0081.LDC2009T13_667,John Cassavetes-Cassavetes,f,NYT_ENG_20070112.0081.LDC2009T13_667_3-NYT_ENG_20070112.0081.LDC2009T13_667_9,129371
38897@11_45,38897@11_38,38897@11,Leslie Lyles-Peter McRobbie,f,38897@11_45-38897@11_38,2487
LTW_ENG_20070629.0019.LDC2009T13_10_44,LTW_ENG_20070629.0019.LDC2009T13_10_53,LTW_ENG_20070629.0019.LDC2009T13_10,Toni Collette-Natasha Richardson,f,LTW_ENG_20070629.0019.LDC2009T13_10_44-LTW_ENG_20070629.0019.LDC2009T13_10_53,284741
NYT_ENG_20080215.0053.LDC2009T13_848_38,NYT_ENG_20080215.0053.LDC2009T13_848_40,NYT_ENG_20080215.0053.LDC2009T13_848,Michael-Gregory,f,NYT_ENG_20080215.0053.LDC2009T13_848_38-NYT_ENG_20080215.0053.LDC2009T13_848_40,14569
eng-NG-31-142893-10115879_416_0,eng-NG-31-142893-10115879_416_4,eng-NG-31-142893-10115879_416,Moses-Aaron,f,eng-NG-31-142893-10115879_416_0-eng-NG-31-142893-10115879_416_4,143091
77920@19_23,77920@19_20,77920@19,Geraldine Page-Jack Lemmon,f,77920@19_23-77920@19_20,231455
APW_ENG_20070711.1372.LDC2009T13_352_20,APW_ENG_20070711.1372.LDC2009T13_352_14,APW_ENG_20070711.1372.LDC2009T13_352,Demi Moore-Yoko Ono,f,APW_ENG_20070711.1372.LDC2009T13_352_20-APW_ENG_20070711.1372.LDC2009T13_352_14,6110
125840@50_68,125840@50_37,125840@50,Harry Crane-John Slattery,f,125840@50_68-125840@50_37,57790
NYT_ENG_20070920.0197.LDC2009T13_1501_47,NYT_ENG_20070920.0197.LDC2009T13_1501_9,NYT_ENG_20070920.0197.LDC2009T13_1501,Dorothy-Casey Affleck,f,NYT_ENG_20070920.0197.LDC2009T13_1501_47-NYT_ENG_20070920.0197.LDC2009T13_1501_9,208715
AFP_ENG_20070425.0723.LDC2009T13_218_15,AFP_ENG_20070425.0723.LDC2009T13_218_27,AFP_ENG_20070425.0723.LDC2009T13_218,Oprah Winfrey-Reese Witherspoon,f,AFP_ENG_20070425.0723.LDC2009T13_218_15-AFP_ENG_20070425.0723.LDC2009T13_218_27,194610
LTW_ENG_20070103.0130.LDC2009T13_122_30,LTW_ENG_20070103.0130.LDC2009T13_122_40,LTW_ENG_20070103.0130.LDC2009T13_122,John Lennon-Lennon,f,LTW_ENG_20070103.0130.LDC2009T13_122_30-LTW_ENG_20070103.0130.LDC2009T13_122_40,33764
NYT_ENG_20071004.0136.LDC2009T13_1115_32,NYT_ENG_20071004.0136.LDC2009T13_1115_26,NYT_ENG_20071004.0136.LDC2009T13_1115,Carlos Mencia-Rob Corddry,f,NYT_ENG_20071004.0136.LDC2009T13_1115_32-NYT_ENG_20071004.0136.LDC2009T13_1115_26,189563
APW_ENG_20071119.0704.LDC2009T13_19_5,APW_ENG_20071119.0704.LDC2009T13_19_17,APW_ENG_20071119.0704.LDC2009T13_19,Larry King-Marie Osmond,f,APW_ENG_20071119.0704.LDC2009T13_19_5-APW_ENG_20071119.0704.LDC2009T13_19_17,104077
APW_ENG_20080520.1457.LDC2009T13_890_5,APW_ENG_20080520.1457.LDC2009T13_890_27,APW_ENG_20080520.1457.LDC2009T13_890,Joseph-Robert F. Kennedy,f,APW_ENG_20080520.1457.LDC2009T13_890_5-APW_ENG_20080520.1457.LDC2009T13_890_27,104473
LTW_ENG_20070911.0015.LDC2009T13_652_28,LTW_ENG_20070911.0015.LDC2009T13_652_34,LTW_ENG_20070911.0015.LDC2009T13_652,Christian Bale-Julianne Moore,f,LTW_ENG_20070911.0015.LDC2009T13_652_28-LTW_ENG_20070911.0015.LDC2009T13_652_34,204913
LTW_ENG_20070830.0042.LDC2009T13_122_35,LTW_ENG_20070830.0042.LDC2009T13_122_29,LTW_ENG_20070830.0042.LDC2009T13_122,Paul-Moses,f,LTW_ENG_20070830.0042.LDC2009T13_122_35-LTW_ENG_20070830.0042.LDC2009T13_122_29,206304
LTW_ENG_20081024.0083.LDC2009T13_256_42,LTW_ENG_20081024.0083.LDC2009T13_256_33,LTW_ENG_20081024.0083.LDC2009T13_256,Maggie Gyllenhaal-Alfre Woodard,f,LTW_ENG_20081024.0083.LDC2009T13_256_42-LTW_ENG_20081024.0083.LDC2009T13_256_33,225557
eng-NG-31-146450-10408799_468_24,eng-NG-31-146450-10408799_468_17,eng-NG-31-146450-10408799_468,keri russell-keri russell,f,eng-NG-31-146450-10408799_468_24-eng-NG-31-146450-10408799_468_17,105559
82383@26_44,82383@26_59,82383@26,Randy Travis-Chris Dodd,f,82383@26_44-82383@26_59,176460
69927@21_46,69927@21_11,69927@21,Mitt Romney-Fred Thompson,f,69927@21_46-69927@21_11,231758
APW_ENG_20080203.0568.LDC2009T13_763_38,APW_ENG_20080203.0568.LDC2009T13_763_31,APW_ENG_20080203.0568.LDC2009T13_763,John F. Kennedy-Caroline Kennedy,f,APW_ENG_20080203.0568.LDC2009T13_763_38-APW_ENG_20080203.0568.LDC2009T13_763_31,254375
NYT_ENG_20080426.0103.LDC2009T13_905_27,NYT_ENG_20080426.0103.LDC2009T13_905_67,NYT_ENG_20080426.0103.LDC2009T13_905,Peter-Elizabeth,f,NYT_ENG_20080426.0103.LDC2009T13_905_27-NYT_ENG_20080426.0103.LDC2009T13_905_67,53531
AFP_ENG_20080818.0765.LDC2009T13_181_6,AFP_ENG_20080818.0765.LDC2009T13_181_22,AFP_ENG_20080818.0765.LDC2009T13_181,Zhang Ning-Xie Xingfang,f,AFP_ENG_20080818.0765.LDC2009T13_181_6-AFP_ENG_20080818.0765.LDC2009T13_181_22,43088
eng-NG-31-100626-11553130_346_21,eng-NG-31-100626-11553130_346_9,eng-NG-31-100626-11553130_346,Mary-Mary,f,eng-NG-31-100626-11553130_346_21-eng-NG-31-100626-11553130_346_9,26749
APW_ENG_20080919.0736.LDC2009T13_325_15,APW_ENG_20080919.0736.LDC2009T13_325_18,APW_ENG_20080919.0736.LDC2009T13_325,Mike Bryan-Mardy Fish,f,APW_ENG_20080919.0736.LDC2009T13_325_15-APW_ENG_20080919.0736.LDC2009T13_325_18,63026
NYT_ENG_20080717.0121.LDC2009T13_1599_51,NYT_ENG_20080717.0121.LDC2009T13_1599_74,NYT_ENG_20080717.0121.LDC2009T13_1599,Lee Smith-Emma Thomas,f,NYT_ENG_20080717.0121.LDC2009T13_1599_51-NYT_ENG_20080717.0121.LDC2009T13_1599_74,18049
NYT_ENG_20071019.0301.LDC2009T13_122_16,NYT_ENG_20071019.0301.LDC2009T13_122_31,NYT_ENG_20071019.0301.LDC2009T13_122,Elizabeth Taylor-Liv Ullmann,f,NYT_ENG_20071019.0301.LDC2009T13_122_16-NYT_ENG_20071019.0301.LDC2009T13_122_31,264395
119261@8_12,119261@8_14,119261@8,Barbara-Elizabeth Taylor,f,119261@8_12-119261@8_14,57224
APW_ENG_20070217.0110.LDC2009T13_234_18,APW_ENG_20070217.0110.LDC2009T13_234_27,APW_ENG_20070217.0110.LDC2009T13_234,Adam-Isaac,f,APW_ENG_20070217.0110.LDC2009T13_234_18-APW_ENG_20070217.0110.LDC2009T13_234_27,157305
2190@30_21,2190@30_28,2190@30,Claire Danes-Michelle Pfeiffer,f,2190@30_21-2190@30_28,78583
37077@49_42,37077@49_45,37077@49,Tom Baxter-Jeff Daniels,f,37077@49_42-37077@49_45,154621
AFP_ENG_20070827.0193.LDC2009T13_342_0,AFP_ENG_20070827.0193.LDC2009T13_342_7,AFP_ENG_20070827.0193.LDC2009T13_342,Yosano-Tekkan Yosano,f,AFP_ENG_20070827.0193.LDC2009T13_342_0-AFP_ENG_20070827.0193.LDC2009T13_342_7,176575
APW_ENG_20071207.0799.LDC2009T13_21_0,APW_ENG_20071207.0799.LDC2009T13_21_30,APW_ENG_20071207.0799.LDC2009T13_21,James Murdoch-Rupert Murdoch,f,APW_ENG_20071207.0799.LDC2009T13_21_0-APW_ENG_20071207.0799.LDC2009T13_21_30,25471
eng-WL-110-174612-12992738_37_14,eng-WL-110-174612-12992738_37_23,eng-WL-110-174612-12992738_37,Kelis-Madonna,f,eng-WL-110-174612-12992738_37_14-eng-WL-110-174612-12992738_37_23,50540
eng-NG-31-100616-11184402_221_5,eng-NG-31-100616-11184402_221_11,eng-NG-31-100616-11184402_221,Abraham-Jacob,f,eng-NG-31-100616-11184402_221_5-eng-NG-31-100616-11184402_221_11,100419
APW_ENG_20071026.0075.LDC2009T13_183_34,APW_ENG_20071026.0075.LDC2009T13_183_29,APW_ENG_20071026.0075.LDC2009T13_183,Angelina Jolie-Bob Geldof,f,APW_ENG_20071026.0075.LDC2009T13_183_34-APW_ENG_20071026.0075.LDC2009T13_183_29,120311
eng-NG-31-142978-10131159_190_38,eng-NG-31-142978-10131159_190_26,eng-NG-31-142978-10131159_190,Moses-Isaac,f,eng-NG-31-142978-10131159_190_38-eng-NG-31-142978-10131159_190_26,236285
LTW_ENG_20080528.0013.LDC2009T13_847_22,LTW_ENG_20080528.0013.LDC2009T13_847_8,LTW_ENG_20080528.0013.LDC2009T13_847,Wayne Brady-Wayne Brady,f,LTW_ENG_20080528.0013.LDC2009T13_847_22-LTW_ENG_20080528.0013.LDC2009T13_847_8,184581
56584@16_11,56584@16_9,56584@16,Peter Dinklage-Peter,f,56584@16_11-56584@16_9,251149
APW_ENG_20071124.0826.LDC2009T13_17_0,APW_ENG_20071124.0826.LDC2009T13_17_9,APW_ENG_20071124.0826.LDC2009T13_17,Eunice Kennedy Shriver-John F. Kennedy,f,APW_ENG_20071124.0826.LDC2009T13_17_0-APW_ENG_20071124.0826.LDC2009T13_17_9,253814
eng-WL-11-174595-12968396_3113_11,eng-WL-11-174595-12968396_3113_2,eng-WL-11-174595-12968396_3113,Rebecca Romijn-Debbie Reynolds,f,eng-WL-11-174595-12968396_3113_11-eng-WL-11-174595-12968396_3113_2,69896
NYT_ENG_20080513.0098.LDC2009T13_275_11,NYT_ENG_20080513.0098.LDC2009T13_275_19,NYT_ENG_20080513.0098.LDC2009T13_275,Mark Udall-Ken Salazar,f,NYT_ENG_20080513.0098.LDC2009T13_275_11-NYT_ENG_20080513.0098.LDC2009T13_275_19,262783
AFP_ENG_20080130.0773.LDC2009T13_385_26,AFP_ENG_20080130.0773.LDC2009T13_385_20,AFP_ENG_20080130.0773.LDC2009T13_385,David Hussey-Brad Hodge,f,AFP_ENG_20080130.0773.LDC2009T13_385_26-AFP_ENG_20080130.0773.LDC2009T13_385_20,81695
APW_ENG_20070630.0879.LDC2009T13_147_79,APW_ENG_20070630.0879.LDC2009T13_147_58,APW_ENG_20070630.0879.LDC2009T13_147,Venus Williams-Serena Williams,f,APW_ENG_20070630.0879.LDC2009T13_147_79-APW_ENG_20070630.0879.LDC2009T13_147_58,140245
APW_ENG_20071213.0075.LDC2009T13_411_10,APW_ENG_20071213.0075.LDC2009T13_411_24,APW_ENG_20071213.0075.LDC2009T13_411,Ethan Coen-Julian Schnabel,f,APW_ENG_20071213.0075.LDC2009T13_411_10-APW_ENG_20071213.0075.LDC2009T13_411_24,66435
112624@37_32,112624@37_35,112624@37,Don Cheadle-James Cromwell,f,112624@37_32-112624@37_35,57274
eng-NG-31-143146-10147088_1922_20,eng-NG-31-143146-10147088_1922_5,eng-NG-31-143146-10147088_1922,Adam-Moses,f,eng-NG-31-143146-10147088_1922_20-eng-NG-31-143146-10147088_1922_5,142123
eng-WL-11-174594-12963889_130_23,eng-WL-11-174594-12963889_130_70,eng-WL-11-174594-12963889_130,Al Gore-Kevin Bacon,f,eng-WL-11-174594-12963889_130_23-eng-WL-11-174594-12963889_130_70,200996
NYT_ENG_20081206.0132.LDC2009T13_1082_7,NYT_ENG_20081206.0132.LDC2009T13_1082_38,NYT_ENG_20081206.0132.LDC2009T13_1082,Vijay Singh-Arnold Palmer,f,NYT_ENG_20081206.0132.LDC2009T13_1082_7-NYT_ENG_20081206.0132.LDC2009T13_1082_38,72225
APW_ENG_20080815.0339.LDC2009T13_244_17,APW_ENG_20080815.0339.LDC2009T13_244_38,APW_ENG_20080815.0339.LDC2009T13_244,Brad Haddin-Andrew Symonds,f,APW_ENG_20080815.0339.LDC2009T13_244_17-APW_ENG_20080815.0339.LDC2009T13_244_38,8083
AFP_ENG_20070525.0213.LDC2009T13_74_3,AFP_ENG_20070525.0213.LDC2009T13_74_18,AFP_ENG_20070525.0213.LDC2009T13_74,Brad Pitt-Martin Scorsese,f,AFP_ENG_20070525.0213.LDC2009T13_74_3-AFP_ENG_20070525.0213.LDC2009T13_74_18,117179
eng-WL-110-174612-12993147_42_15,eng-WL-110-174612-12993147_42_49,eng-WL-110-174612-12993147_42,Deborah Cox-Janet Jackson,f,eng-WL-110-174612-12993147_42_15-eng-WL-110-174612-12993147_42_49,73203
AFP_ENG_20070227.0266.LDC2009T13_338_31,AFP_ENG_20070227.0266.LDC2009T13_338_34,AFP_ENG_20070227.0266.LDC2009T13_338,Andrew Symonds-Shane Warne,f,AFP_ENG_20070227.0266.LDC2009T13_338_31-AFP_ENG_20070227.0266.LDC2009T13_338_34,160402
APW_ENG_20080426.0798.LDC2009T13_165_36,APW_ENG_20080426.0798.LDC2009T13_165_32,APW_ENG_20080426.0798.LDC2009T13_165,Salman Rushdie-Ashlee Simpson,f,APW_ENG_20080426.0798.LDC2009T13_165_36-APW_ENG_20080426.0798.LDC2009T13_165_32,47186
NYT_ENG_20071207.0105.LDC2009T13_913_11,NYT_ENG_20071207.0105.LDC2009T13_913_14,NYT_ENG_20071207.0105.LDC2009T13_913,Larry David-Seth Green,f,NYT_ENG_20071207.0105.LDC2009T13_913_11-NYT_ENG_20071207.0105.LDC2009T13_913_14,205331
eng-WL-110-174612-12992019_54_60,eng-WL-110-174612-12992019_54_15,eng-WL-110-174612-12992019_54,Mark Ronson-Alicia Keys,f,eng-WL-110-174612-12992019_54_60-eng-WL-110-174612-12992019_54_15,257140
AFP_ENG_20071112.0468.LDC2009T13_428_3,AFP_ENG_20071112.0468.LDC2009T13_428_19,AFP_ENG_20071112.0468.LDC2009T13_428,Aung San-Aung San Suu Kyi,f,AFP_ENG_20071112.0468.LDC2009T13_428_3-AFP_ENG_20071112.0468.LDC2009T13_428_19,160389
LTW_ENG_20080818.0024.LDC2009T13_90_16,LTW_ENG_20080818.0024.LDC2009T13_90_11,LTW_ENG_20080818.0024.LDC2009T13_90,Ethel Kennedy-Rory Kennedy,f,LTW_ENG_20080818.0024.LDC2009T13_90_16-LTW_ENG_20080818.0024.LDC2009T13_90_11,31360
eng-NG-31-142775-10098013_507_33,eng-NG-31-142775-10098013_507_10,eng-NG-31-142775-10098013_507,Reburn-Reburn,f,eng-NG-31-142775-10098013_507_33-eng-NG-31-142775-10098013_507_10,237318
APW_ENG_20080924.1540.LDC2009T13_111_37,APW_ENG_20080924.1540.LDC2009T13_111_11,APW_ENG_20080924.1540.LDC2009T13_111,Vince Gill-Snoop Dogg,f,APW_ENG_20080924.1540.LDC2009T13_111_37-APW_ENG_20080924.1540.LDC2009T13_111_11,181001
NYT_ENG_20071116.0149.LDC2009T13_459_23,NYT_ENG_20071116.0149.LDC2009T13_459_26,NYT_ENG_20071116.0149.LDC2009T13_459,Geraldine Page-Hal Holbrook,f,NYT_ENG_20071116.0149.LDC2009T13_459_23-NYT_ENG_20071116.0149.LDC2009T13_459_26,17735
1938@37_23,1938@37_9,1938@37,Barbara Flynn-Ewan McGregor,f,1938@37_23-1938@37_9,133903
NYT_ENG_20070329.0169.LDC2009T13_924_17,NYT_ENG_20070329.0169.LDC2009T13_924_40,NYT_ENG_20070329.0169.LDC2009T13_924,Will Arnett-Jenna Fischer,f,NYT_ENG_20070329.0169.LDC2009T13_924_17-NYT_ENG_20070329.0169.LDC2009T13_924_40,204705
AFP_ENG_20080517.0074.LDC2009T13_43_42,AFP_ENG_20080517.0074.LDC2009T13_43_39,AFP_ENG_20080517.0074.LDC2009T13_43,Zhao Tao-Joan Chen,f,AFP_ENG_20080517.0074.LDC2009T13_43_42-AFP_ENG_20080517.0074.LDC2009T13_43_39,157593
134523@38_26,134523@38_32,134523@38,Bernard Malamud-Randall Jarrell,f,134523@38_26-134523@38_32,191259
AFP_ENG_20070222.0535.LDC2009T13_236_11,AFP_ENG_20070222.0535.LDC2009T13_236_25,AFP_ENG_20070222.0535.LDC2009T13_236,Paulina Porizkova-Ian Ziering,f,AFP_ENG_20070222.0535.LDC2009T13_236_11-AFP_ENG_20070222.0535.LDC2009T13_236_25,251488
NYT_ENG_20070626.0147.LDC2009T13_754_5,NYT_ENG_20070626.0147.LDC2009T13_754_8,NYT_ENG_20070626.0147.LDC2009T13_754,Vanessa Redgrave-Natasha Richardson,f,NYT_ENG_20070626.0147.LDC2009T13_754_5-NYT_ENG_20070626.0147.LDC2009T13_754_8,130710
eng-NG-31-147907-10553649_270_0,eng-NG-31-147907-10553649_270_27,eng-NG-31-147907-10553649_270,Madden-Kate Madden,f,eng-NG-31-147907-10553649_270_0-eng-NG-31-147907-10553649_270_27,6507
eng-NG-31-100498-11878385_902_16,eng-NG-31-100498-11878385_902_12,eng-NG-31-100498-11878385_902,David-Abraham,f,eng-NG-31-100498-11878385_902_16-eng-NG-31-100498-11878385_902_12,55562
eng-WL-11-174594-12961457_187_8,eng-WL-11-174594-12961457_187_3,eng-WL-11-174594-12961457_187,Jamie Lynn Spears-Britney Spears,f,eng-WL-11-174594-12961457_187_8-eng-WL-11-174594-12961457_187_3,143386
APW_ENG_20070522.1129.LDC2009T13_545_13,APW_ENG_20070522.1129.LDC2009T13_545_34,APW_ENG_20070522.1129.LDC2009T13_545,Billy Graham-Paige Patterson,f,APW_ENG_20070522.1129.LDC2009T13_545_13-APW_ENG_20070522.1129.LDC2009T13_545_34,143885
NYT_ENG_20070127.0002.LDC2009T13_531_53,NYT_ENG_20070127.0002.LDC2009T13_531_59,NYT_ENG_20070127.0002.LDC2009T13_531,Kevin Hart-Fred Willard,f,NYT_ENG_20070127.0002.LDC2009T13_531_53-NYT_ENG_20070127.0002.LDC2009T13_531_59,89479
APW_ENG_20080427.0151.LDC2009T13_368_28,APW_ENG_20080427.0151.LDC2009T13_368_40,APW_ENG_20080427.0151.LDC2009T13_368,Claire Danes-Salman Rushdie,f,APW_ENG_20080427.0151.LDC2009T13_368_28-APW_ENG_20080427.0151.LDC2009T13_368_40,143852
APW_ENG_20070909.0066.LDC2009T13_690_48,APW_ENG_20070909.0066.LDC2009T13_690_32,APW_ENG_20070909.0066.LDC2009T13_690,Johnny Depp-Mike Nichols,f,APW_ENG_20070909.0066.LDC2009T13_690_48-APW_ENG_20070909.0066.LDC2009T13_690_32,179977
eng-WL-11-174611-12980047_76_21,eng-WL-11-174611-12980047_76_54,eng-WL-11-174611-12980047_76,Kate Bosworth-Laura Linney,f,eng-WL-11-174611-12980047_76_21-eng-WL-11-174611-12980047_76_54,37913
eng-WL-110-174612-12991749_58_113,eng-WL-110-174612-12991749_58_181,eng-WL-110-174612-12991749_58,Kara DioGuardi-Sean,f,eng-WL-110-174612-12991749_58_113-eng-WL-110-174612-12991749_58_181,56554
115258@40_17,115258@40_25,115258@40,Sylvia-Sylvia,f,115258@40_17-115258@40_25,95369
129366@10_33,129366@10_47,129366@10,Obama-Obama,f,129366@10_33-129366@10_47,248178
AFP_ENG_20071221.0268.LDC2009T13_502_23,AFP_ENG_20071221.0268.LDC2009T13_502_16,AFP_ENG_20071221.0268.LDC2009T13_502,Ishmael-Abraham,f,AFP_ENG_20071221.0268.LDC2009T13_502_23-AFP_ENG_20071221.0268.LDC2009T13_502_16,105436
LTW_ENG_20080807.0017.LDC2009T13_454_55,LTW_ENG_20080807.0017.LDC2009T13_454_25,LTW_ENG_20080807.0017.LDC2009T13_454,Joe Wilson-Mary Steenburgen,f,LTW_ENG_20080807.0017.LDC2009T13_454_55-LTW_ENG_20080807.0017.LDC2009T13_454_25,227377
112475@14_35,112475@14_31,112475@14,Barack Obama-Rachael Ray,f,112475@14_35-112475@14_31,266773
APW_ENG_20070404.1056.LDC2009T13_436_12,APW_ENG_20070404.1056.LDC2009T13_436_28,APW_ENG_20070404.1056.LDC2009T13_436,Paul McCartney-Brigitte Bardot,f,APW_ENG_20070404.1056.LDC2009T13_436_12-APW_ENG_20070404.1056.LDC2009T13_436_28,216075
eng-NG-31-101177-10944963_814_9,eng-NG-31-101177-10944963_814_0,eng-NG-31-101177-10944963_814,Michael-James,f,eng-NG-31-101177-10944963_814_9-eng-NG-31-101177-10944963_814_0,256721
LTW_ENG_20080123.0159.LDC2009T13_401_27,LTW_ENG_20080123.0159.LDC2009T13_401_19,LTW_ENG_20080123.0159.LDC2009T13_401,Brad Paisley-Carrie Underwood,f,LTW_ENG_20080123.0159.LDC2009T13_401_27-LTW_ENG_20080123.0159.LDC2009T13_401_19,146686
APW_ENG_20081120.0818.LDC2009T13_247_13,APW_ENG_20081120.0818.LDC2009T13_247_40,APW_ENG_20081120.0818.LDC2009T13_247,Sachin Tendulkar-Munaf Patel,f,APW_ENG_20081120.0818.LDC2009T13_247_13-APW_ENG_20081120.0818.LDC2009T13_247_40,47984
NYT_ENG_20010322.0156.LDC2007T07_427_13,NYT_ENG_20010322.0156.LDC2007T07_427_21,NYT_ENG_20010322.0156.LDC2007T07_427,Mary-Mary,f,NYT_ENG_20010322.0156.LDC2007T07_427_13-NYT_ENG_20010322.0156.LDC2007T07_427_21,75181
NYT_ENG_20080213.0066.LDC2009T13_659_9,NYT_ENG_20080213.0066.LDC2009T13_659_22,NYT_ENG_20080213.0066.LDC2009T13_659,Jamie Bell-Samuel L. Jackson,f,NYT_ENG_20080213.0066.LDC2009T13_659_9-NYT_ENG_20080213.0066.LDC2009T13_659_22,111301
eng-WL-11-174579-12937351_34_9,eng-WL-11-174579-12937351_34_21,eng-WL-11-174579-12937351_34,Ellen DeGeneres-Jennifer Aniston,f,eng-WL-11-174579-12937351_34_9-eng-WL-11-174579-12937351_34_21,48441
99716@19_41,99716@19_28,99716@19,Barack Obama-Hillary Rodham Clinton,f,99716@19_41-99716@19_28,98549
LTW_ENG_20070225.0046.LDC2009T13_107_71,LTW_ENG_20070225.0046.LDC2009T13_107_32,LTW_ENG_20070225.0046.LDC2009T13_107,Marlon Wayans-Shawn Wayans,f,LTW_ENG_20070225.0046.LDC2009T13_107_71-LTW_ENG_20070225.0046.LDC2009T13_107_32,56383
6854@6_6,6854@6_34,6854@6,Liz Cheney-Cheney,f,6854@6_6-6854@6_34,156372
69955@14_71,69955@14_90,69955@14,John Gilbert-Frank Borzage,f,69955@14_71-69955@14_90,116843
eng-NG-31-102599-10999031_64_6,eng-NG-31-102599-10999031_64_0,eng-NG-31-102599-10999031_64,Faith Hill-Kenny Chesney,f,eng-NG-31-102599-10999031_64_6-eng-NG-31-102599-10999031_64_0,142033
133284@7_39,133284@7_14,133284@7,Geraldine Ferraro-Hillary Rodham Clinton,f,133284@7_39-133284@7_14,76467
eng-WL-11-174585-12938306_883_11,eng-WL-11-174585-12938306_883_30,eng-WL-11-174585-12938306_883,Ellen Burstyn-Anthony Hopkins,f,eng-WL-11-174585-12938306_883_11-eng-WL-11-174585-12938306_883_30,144558
56590@39_83,56590@39_95,56590@39,Bush-Bush,f,56590@39_83-56590@39_95,173615
eng-WL-110-174612-12992019_54_60,eng-WL-110-174612-12992019_54_33,eng-WL-110-174612-12992019_54,Mark Ronson-Will,f,eng-WL-110-174612-12992019_54_60-eng-WL-110-174612-12992019_54_33,257135
eng-NG-31-100029-10770733_528_18,eng-NG-31-100029-10770733_528_33,eng-NG-31-100029-10770733_528,Joan Rivers-Matt Lauer,f,eng-NG-31-100029-10770733_528_18-eng-NG-31-100029-10770733_528_33,36863
82383@26_67,82383@26_79,82383@26,Paul Newman-Michael Douglas,f,82383@26_67-82383@26_79,80628
NYT_ENG_20070920.0197.LDC2009T13_1501_50,NYT_ENG_20070920.0197.LDC2009T13_1501_2,NYT_ENG_20070920.0197.LDC2009T13_1501,Sam Rockwell-Brad Pitt,f,NYT_ENG_20070920.0197.LDC2009T13_1501_50-NYT_ENG_20070920.0197.LDC2009T13_1501_2,18549
AFP_ENG_20070607.0094.LDC2009T13_152_13,AFP_ENG_20070607.0094.LDC2009T13_152_7,AFP_ENG_20070607.0094.LDC2009T13_152,Bobby Deol-Dharmendra,f,AFP_ENG_20070607.0094.LDC2009T13_152_13-AFP_ENG_20070607.0094.LDC2009T13_152_7,276204
APW_ENG_20071213.0075.LDC2009T13_462_30,APW_ENG_20071213.0075.LDC2009T13_462_2,APW_ENG_20071213.0075.LDC2009T13_462,Ronald Harwood-Diablo Cody,f,APW_ENG_20071213.0075.LDC2009T13_462_30-APW_ENG_20071213.0075.LDC2009T13_462_2,274709
APW_ENG_20080815.0339.LDC2009T13_244_11,APW_ENG_20080815.0339.LDC2009T13_244_38,APW_ENG_20080815.0339.LDC2009T13_244,Nathan Bracken-Andrew Symonds,f,APW_ENG_20080815.0339.LDC2009T13_244_11-APW_ENG_20080815.0339.LDC2009T13_244_38,255622
32196@35_5,32196@35_26,32196@35,Fiona-Michael Murphy,f,32196@35_5-32196@35_26,21598
154470@38_1,154470@38_24,154470@38,Obama-Obama,f,154470@38_1-154470@38_24,115018
APW_ENG_20080524.0653.LDC2009T13_312_37,APW_ENG_20080524.0653.LDC2009T13_312_31,APW_ENG_20080524.0653.LDC2009T13_312,Sharon Tate-Debra Tate,f,APW_ENG_20080524.0653.LDC2009T13_312_37-APW_ENG_20080524.0653.LDC2009T13_312_31,139968
eng-NG-31-141847-9972498_863_13,eng-NG-31-141847-9972498_863_11,eng-NG-31-141847-9972498_863,Janet-Diane,f,eng-NG-31-141847-9972498_863_13-eng-NG-31-141847-9972498_863_11,88185
72297@21_46,72297@21_17,72297@21,Kevin McCarthy-Stella Arroyave,f,72297@21_46-72297@21_17,41690
AFP_ENG_20071218.0049.LDC2009T13_127_24,AFP_ENG_20071218.0049.LDC2009T13_127_30,AFP_ENG_20071218.0049.LDC2009T13_127,Denesh Ramdin-Darren Sammy,f,AFP_ENG_20071218.0049.LDC2009T13_127_24-AFP_ENG_20071218.0049.LDC2009T13_127_30,276178
1882@4_15,1882@4_19,1882@4,Bill Clinton-Chelsea Clinton,f,1882@4_15-1882@4_19,229238
NYT_ENG_20070205.0157.LDC2009T13_240_37,NYT_ENG_20070205.0157.LDC2009T13_240_18,NYT_ENG_20070205.0157.LDC2009T13_240,John Lennon-Paul McCartney,f,NYT_ENG_20070205.0157.LDC2009T13_240_37-NYT_ENG_20070205.0157.LDC2009T13_240_18,151963
60823@31_36,60823@31_29,60823@31,Phedon Papamichael-Elmore Leonard,f,60823@31_36-60823@31_29,212510
