doc_id,id,mid1,mid2,word1,word2,rel,is_correct
eng-WL-11-174584-12964309,75630,eng-WL-11-174584-12964309_1315_1321,eng-WL-11-174584-12964309_1326_1330,trista,ryan,per:spouse,t
AFP_ENG_20080422.0603.LDC2009T13,217541,AFP_ENG_20080422.0603.LDC2009T13_246_257,AFP_ENG_20080422.0603.LDC2009T13_316_323,lee kun-hee,samsung,per:employee_or_member_of,t
eng-WL-11-174595-12968511,289341,eng-WL-11-174595-12968511_3197_3207,eng-WL-11-174595-12968511_3122_3127,jamie lynn,lynne,per:parents,t
eng-WL-11-174583-12937382,245464,eng-WL-11-174583-12937382_529_541,eng-WL-11-174583-12937382_514_524,katie holmes,tom cruise,per:spouse,t
eng-WL-11-174572-12946700,23132,eng-WL-11-174572-12946700_394_403,eng-WL-11-174572-12946700_407_410,roxy olin,mtv,per:employee_or_member_of,t
NYT_ENG_20070225.0179.LDC2009T13,272888,NYT_ENG_20070225.0179.LDC2009T13_1326_1341,NYT_ENG_20070225.0179.LDC2009T13_1254_1269,portia de rossi,ellen degeneres,per:spouse,t
AFP_ENG_20070525.0016.LDC2009T13,87950,AFP_ENG_20070525.0016.LDC2009T13_1590_1607,AFP_ENG_20070525.0016.LDC2009T13_1580_1589,olusegun obasanjo,president,per:title,t
eng-WL-11-174595-12967955,245403,eng-WL-11-174595-12967955_2085_2090,eng-WL-11-174595-12967955_2073_2080,kevin,britney,per:spouse,t
AFP_ENG_20081116.0433.LDC2009T13,229864,AFP_ENG_20081116.0433.LDC2009T13_1126_1140,AFP_ENG_20081116.0433.LDC2009T13_1116_1125,george w. bush,president,per:title,t
AFP_ENG_20070805.0159.LDC2009T13,59294,AFP_ENG_20070805.0159.LDC2009T13_2045_2059,AFP_ENG_20070805.0159.LDC2009T13_2069_2085,lewis hamilton,anthony hamilton,per:parents,t
APW_ENG_20070413.1297.LDC2009T13,185197,APW_ENG_20070413.1297.LDC2009T13_1259_1270,APW_ENG_20070413.1297.LDC2009T13_1378_1382,john havens,citi,per:employee_or_member_of,t
AFP_ENG_20070710.0292.LDC2009T13,147062,AFP_ENG_20070710.0292.LDC2009T13_262_273,AFP_ENG_20070710.0292.LDC2009T13_352_364,raul castro,fidel castro,per:siblings,t
AFP_ENG_20080804.0448.LDC2009T13,16206,AFP_ENG_20080804.0448.LDC2009T13_501_524,AFP_ENG_20080804.0448.LDC2009T13_491_500,jose eduardo dos santos,president,per:title,t
eng-WL-11-174595-12968384,209751,eng-WL-11-174595-12968384_3474_3488,eng-WL-11-174595-12968384_3459_3469,ashton kutcher,demi moore,per:spouse,t
eng-WL-11-174598-12964778,190999,eng-WL-11-174598-12964778_38409_38423,eng-WL-11-174598-12964778_38431_38441,ashton kutcher,demi moore,per:spouse,t
eng-WL-11-174643-13000465,108655,eng-WL-11-174643-13000465_454_465,eng-WL-11-174643-13000465_352_364,chris ivery,ellen pompeo,per:spouse,t
APW_ENG_20071120.1290.LDC2009T13,52799,APW_ENG_20071120.1290.LDC2009T13_2793_2805,APW_ENG_20071120.1290.LDC2009T13_2896_2905,bill clinton,president,per:title,t
eng-WL-11-174594-12963522,26621,eng-WL-11-174594-12963522_2109_2116,eng-WL-11-174594-12963522_1944_1954,britney,jamie lynn,per:siblings,t
eng-WL-11-174596-12955575,115327,eng-WL-11-174596-12955575_504_519,eng-WL-11-174596-12955575_562_599,richard lindzen,massachusetts institute of technology,per:employee_or_member_of,t
AFP_ENG_20070320.0029.LDC2009T13,297308,AFP_ENG_20070320.0029.LDC2009T13_1159_1170,AFP_ENG_20070320.0029.LDC2009T13_1142_1149,lee kun-hee,samsung,per:employee_or_member_of,t
AFP_ENG_20071021.0019.LDC2009T13,260552,AFP_ENG_20071021.0019.LDC2009T13_1249_1260,AFP_ENG_20071021.0019.LDC2009T13_1302_1307,raul castro,fidel,per:siblings,t
NYT_ENG_20080313.0254.LDC2009T13,319655,NYT_ENG_20080313.0254.LDC2009T13_515_524,NYT_ENG_20080313.0254.LDC2009T13_476_493,citigroup,old lane partners,org:subsidiaries,t
NYT_ENG_20081123.0141.LDC2009T13,203723,NYT_ENG_20081123.0141.LDC2009T13_402_413,NYT_ENG_20081123.0141.LDC2009T13_392_401,hugo chavez,president,per:title,t
APW_ENG_20080202.0818.LDC2009T13,47,APW_ENG_20080202.0818.LDC2009T13_1869_1886,APW_ENG_20080202.0818.LDC2009T13_1859_1864,charlie o'connell,jerry,per:siblings,t
APW_ENG_20081009.0023.LDC2009T13,121608,APW_ENG_20081009.0023.LDC2009T13_158_169,APW_ENG_20081009.0023.LDC2009T13_185_198,hugh hefner,holly madison,per:spouse,t
AFP_ENG_20080817.0180.LDC2009T13,297293,AFP_ENG_20080817.0180.LDC2009T13_567_582,AFP_ENG_20080817.0180.LDC2009T13_547_562,portia de rossi,ellen degeneres,per:spouse,t
AFP_ENG_20080330.0023.LDC2009T13,169358,AFP_ENG_20080330.0023.LDC2009T13_1296_1307,AFP_ENG_20080330.0023.LDC2009T13_1286_1295,raul castro,president,per:title,t
eng-WL-11-174643-13000465,108648,eng-WL-11-174643-13000465_392_404,eng-WL-11-174643-13000465_409_420,ellen pompeo,chris ivery,per:spouse,t
eng-WL-107-174567-12933036,59312,eng-WL-107-174567-12933036_3773_3780,eng-WL-107-174567-12933036_3800_3812,britney,jamie spears,per:siblings,t
eng-WL-107-174567-12931742,326034,eng-WL-107-174567-12931742_2097_2102,eng-WL-107-174567-12931742_2023_2033,casey,jamie lynn,per:spouse,t
eng-WL-11-174595-12968493,47021,eng-WL-11-174595-12968493_10311_10315,eng-WL-11-174595-12968493_10251_10260,josh,katherine,per:spouse,t
eng-WL-11-174595-12968491,32415,eng-WL-11-174595-12968491_2055_2068,eng-WL-11-174595-12968491_1963_1975,spencer pratt,heidi montag,per:spouse,t
AFP_ENG_20070402.0704.LDC2009T13,136378,AFP_ENG_20070402.0704.LDC2009T13_694_717,AFP_ENG_20070402.0704.LDC2009T13_684_693,jose eduardo dos santos,president,per:title,t
AFP_ENG_20080307.0148.LDC2009T13,8771,AFP_ENG_20080307.0148.LDC2009T13_254_266,AFP_ENG_20080307.0148.LDC2009T13_244_253,alvaro uribe,president,per:title,t
eng-WL-11-174584-12964217,340479,eng-WL-11-174584-12964217_1118_1131,eng-WL-11-174584-12964217_1145_1158,jason mesnick,molly malaney,per:spouse,t
APW_ENG_20071116.0532.LDC2009T13,340477,APW_ENG_20071116.0532.LDC2009T13_5107_5110,APW_ENG_20071116.0532.LDC2009T13_5289_5302,lee,samsung group,per:employee_or_member_of,t
eng-WL-11-174587-12962628,253975,eng-WL-11-174587-12962628_172_185,eng-WL-11-174587-12962628_155_167,spencer pratt,heidi montag,per:spouse,t
AFP_ENG_20080711.0076.LDC2009T13,36243,AFP_ENG_20080711.0076.LDC2009T13_262_273,AFP_ENG_20080711.0076.LDC2009T13_598_610,raul castro,fidel castro,per:siblings,t
APW_ENG_20070302.0801.LDC2009T13,238897,APW_ENG_20070302.0801.LDC2009T13_4295_4309,APW_ENG_20070302.0801.LDC2009T13_4208_4217,vladimir putin,president,per:title,t
APW_ENG_20081119.0926.LDC2009T13,191062,APW_ENG_20081119.0926.LDC2009T13_1352_1363,APW_ENG_20081119.0926.LDC2009T13_1384_1395,david banda,guy ritchie,per:parents,t
APW_ENG_20070504.0122.LDC2009T13,265970,APW_ENG_20070504.0122.LDC2009T13_1509_1523,APW_ENG_20070504.0122.LDC2009T13_1562_1585,george w. bush,chief executive officer,per:title,t
eng-WL-107-174567-12933036,59292,eng-WL-107-174567-12933036_3800_3812,eng-WL-107-174567-12933036_3773_3780,jamie spears,britney,per:children,t
eng-WL-11-174643-13000465,108644,eng-WL-11-174643-13000465_352_364,eng-WL-11-174643-13000465_454_465,ellen pompeo,chris ivery,per:spouse,t
eng-WL-11-174595-12968455,32434,eng-WL-11-174595-12968455_1777_1789,eng-WL-11-174595-12968455_1804_1814,idina menzel,taye diggs,per:spouse,t
AFP_ENG_20080403.0717.LDC2009T13,52782,AFP_ENG_20080403.0717.LDC2009T13_1302_1305,AFP_ENG_20080403.0717.LDC2009T13_1336_1348,lee,lee jae-yong,per:children,t
eng-NG-31-138139-9803479,185168,eng-NG-31-138139-9803479_483_495,eng-NG-31-138139-9803479_541_550,fidel castro,president,per:title,t
APW_ENG_20080703.1356.LDC2009T13,305845,APW_ENG_20080703.1356.LDC2009T13_437_453,APW_ENG_20080703.1356.LDC2009T13_427_435,julie gerberding,director,per:title,t
eng-WL-11-174598-12964778,191063,eng-WL-11-174598-12964778_24783_24800,eng-WL-11-174598-12964778_24760_24772,michelle williams,heath ledger,per:spouse,t
NYT_ENG_20071001.0094.LDC2009T13,265979,NYT_ENG_20071001.0094.LDC2009T13_6866_6878,NYT_ENG_20071001.0094.LDC2009T13_6923_6945,larry sabato,university of virginia,per:schools_attended,t
eng-WL-107-174567-12932022,272897,eng-WL-107-174567-12932022_706_718,eng-WL-107-174567-12932022_579_585,hank baskett,kendra,per:spouse,t
eng-WL-11-174643-13000465,108646,eng-WL-11-174643-13000465_392_404,eng-WL-11-174643-13000465_454_465,ellen pompeo,chris ivery,per:spouse,t
APW_ENG_20070712.0087.LDC2009T13,297305,APW_ENG_20070712.0087.LDC2009T13_1062_1076,APW_ENG_20070712.0087.LDC2009T13_1052_1061,george w. bush,president,per:title,t
APW_ENG_20070705.1125.LDC2009T13,340541,APW_ENG_20070705.1125.LDC2009T13_725_739,APW_ENG_20070705.1125.LDC2009T13_566_569,vladimir putin,kgb,per:employee_or_member_of,t
APW_ENG_20080224.0839.LDC2009T13,326036,APW_ENG_20080224.0839.LDC2009T13_234_245,APW_ENG_20080224.0839.LDC2009T13_224_233,raul castro,president,per:title,t
eng-WL-11-174592-12943412,174574,eng-WL-11-174592-12943412_382_393,eng-WL-11-174592-12943412_283_295,chris ivery,ellen pompeo,per:spouse,t
XIN_ENG_20080224.0194.LDC2009T13,222257,XIN_ENG_20080224.0194.LDC2009T13_280_291,XIN_ENG_20080224.0194.LDC2009T13_317_326,raul castro,president,per:title,t
eng-WL-11-174587-12963110,169370,eng-WL-11-174587-12963110_365_377,eng-WL-11-174587-12963110_347_360,heidi montag,spencer pratt,per:spouse,t
APW_ENG_20070405.0607.LDC2009T13,31,APW_ENG_20070405.0607.LDC2009T13_3656_3680,APW_ENG_20070405.0607.LDC2009T13_3646_3655,akbar hashemi rafsanjani,president,per:title,t
eng-WL-11-174596-12955326,8769,eng-WL-11-174596-12955326_3886_3890,eng-WL-11-174596-12955326_3856_3866,ipcc,bert bolin,org:founded_by,t
eng-WL-11-174584-12960321,297275,eng-WL-11-174584-12960321_179_192,eng-WL-11-174584-12960321_169_174,molly mesnick,jason,per:spouse,t
eng-WL-11-174598-12964778,191049,eng-WL-11-174598-12964778_14516_14525,eng-WL-11-174598-12964778_14655_14668,jean reno,zofia borucka,per:spouse,t
eng-WL-11-174598-12964855,108653,eng-WL-11-174598-12964855_5725_5731,eng-WL-11-174598-12964855_5754_5766,brooke,andre agassi,per:spouse,t
APW_ENG_20070125.0254.LDC2009T13,340530,APW_ENG_20070125.0254.LDC2009T13_2040_2052,APW_ENG_20070125.0254.LDC2009T13_2030_2039,moshe katsav,president,per:title,t
eng-WL-11-174598-12964778,191066,eng-WL-11-174598-12964778_7336_7348,eng-WL-11-174598-12964778_7326_7335,bill clinton,president,per:title,t
AFP_ENG_20070121.0389.LDC2009T13,272893,AFP_ENG_20070121.0389.LDC2009T13_402_421,AFP_ENG_20070121.0389.LDC2009T13_361_370,mahmoud ahmadinejad,president,per:title,t
eng-WL-11-174595-12968318,203710,eng-WL-11-174595-12968318_13603_13608,eng-WL-11-174595-12968318_13709_13722,jodie,shaun holguin,per:spouse,t
eng-WL-11-174595-12968282,260603,eng-WL-11-174595-12968282_12647_12651,eng-WL-11-174595-12968282_12688_12708,brad,pax thien jolie-pitt,per:children,t
eng-WL-11-174595-12968178,311089,eng-WL-11-174595-12968178_408_422,eng-WL-11-174595-12968178_302_317,britney spears,kevin federline,per:spouse,t
APW_ENG_20070208.1947.LDC2009T13,229828,APW_ENG_20070208.1947.LDC2009T13_327_338,APW_ENG_20070208.1947.LDC2009T13_317_326,hugo chavez,president,per:title,t
APW_ENG_20081216.1316.LDC2009T13,253965,APW_ENG_20081216.1316.LDC2009T13_1162_1174,APW_ENG_20081216.1316.LDC2009T13_1183_1192,barack obama,president,per:title,t
eng-WL-11-174598-12964778,191016,eng-WL-11-174598-12964778_39462_39466,eng-WL-11-174598-12964778_39509_39521,demi,bruce willis,per:spouse,t
eng-WL-11-174572-12948509,305837,eng-WL-11-174572-12948509_352_363,eng-WL-11-174572-12948509_302_315,kyle howard,lauren conrad,per:spouse,t
AFP_ENG_20071116.0036.LDC2009T13,47035,AFP_ENG_20071116.0036.LDC2009T13_254_265,AFP_ENG_20071116.0036.LDC2009T13_244_253,hugo chavez,president,per:title,t
APW_ENG_20070528.0218.LDC2009T13,331702,APW_ENG_20070528.0218.LDC2009T13_472_483,APW_ENG_20070528.0218.LDC2009T13_462_471,hugo chavez,president,per:title,t
eng-WL-107-174567-12931828,136366,eng-WL-107-174567-12931828_2289_2296,eng-WL-107-174567-12931828_2101_2113,britney,jamie spears,per:parents,t
NYT_ENG_20080224.0178.LDC2009T13,174614,NYT_ENG_20080224.0178.LDC2009T13_298_303,NYT_ENG_20080224.0178.LDC2009T13_358_367,fidel,president,per:title,t
AFP_ENG_20080313.0667.LDC2009T13,174594,AFP_ENG_20080313.0667.LDC2009T13_801_804,AFP_ENG_20080313.0667.LDC2009T13_660_663,lee,lee,per:parents,t
NYT_ENG_20071121.0204.LDC2009T13,209716,NYT_ENG_20071121.0204.LDC2009T13_2879_2892,NYT_ENG_20071121.0204.LDC2009T13_2870_2878,mike huckabee,governor,per:title,t
AFP_ENG_20071004.0717.LDC2009T13,311049,AFP_ENG_20071004.0717.LDC2009T13_381_396,AFP_ENG_20071004.0717.LDC2009T13_249_263,kevin federline,britney spears,per:spouse,t
APW_ENG_20080302.0629.LDC2009T13,285057,APW_ENG_20080302.0629.LDC2009T13_220_231,APW_ENG_20080302.0629.LDC2009T13_210_219,hugo chavez,president,per:title,t
AFP_ENG_20070131.0318.LDC2009T13,52791,AFP_ENG_20070131.0318.LDC2009T13_280_292,AFP_ENG_20070131.0318.LDC2009T13_270_279,fidel castro,president,per:title,t
eng-WL-11-174594-12961460,153745,eng-WL-11-174594-12961460_1022_1029,eng-WL-11-174594-12961460_1117_1127,britney,jamie lynn,per:siblings,t
eng-WL-11-174595-12968414,289326,eng-WL-11-174595-12968414_417_429,eng-WL-11-174595-12968414_448_455,lynne spears,britney,per:children,t
eng-WL-11-174584-12964217,340488,eng-WL-11-174584-12964217_1145_1158,eng-WL-11-174584-12964217_1118_1131,molly malaney,jason mesnick,per:spouse,t
eng-WL-105-174565-12930839,311051,eng-WL-105-174565-12930839_703_719,eng-WL-105-174565-12930839_681_693,kendra wilkinson,hank baskett,per:spouse,t
APW_ENG_20070121.0022.LDC2009T13,319672,APW_ENG_20070121.0022.LDC2009T13_3160_3174,APW_ENG_20070121.0022.LDC2009T13_3150_3159,george w. bush,president,per:title,t
eng-WL-11-174572-12946502,260538,eng-WL-11-174572-12946502_2938_2950,eng-WL-11-174572-12946502_2962_2974,holly montag,heidi montag,per:siblings,t
AFP_ENG_20070603.0361.LDC2009T13,147051,AFP_ENG_20070603.0361.LDC2009T13_1921_1932,AFP_ENG_20070603.0361.LDC2009T13_1911_1920,hugo chavez,president,per:title,t
AFP_ENG_20080422.0566.LDC2009T13,32435,AFP_ENG_20080422.0566.LDC2009T13_869_884,AFP_ENG_20080422.0566.LDC2009T13_808_811,lee byung-chull,lee,per:children,t
eng-WL-11-174643-13000465,108660,eng-WL-11-174643-13000465_190_195,eng-WL-11-174643-13000465_163_175,chris,ellen pompeo,per:spouse,t
APW_ENG_20080202.0818.LDC2009T13,17,APW_ENG_20080202.0818.LDC2009T13_1859_1864,APW_ENG_20080202.0818.LDC2009T13_1869_1886,jerry,charlie o'connell,per:children,t
NYT_ENG_20081003.0198.LDC2009T13,253958,NYT_ENG_20081003.0198.LDC2009T13_3210_3223,NYT_ENG_20081003.0198.LDC2009T13_3227_3239,stephen lynch,south boston,per:LOCATION_of_residence,t
eng-WL-107-174567-12932022,272874,eng-WL-107-174567-12932022_1530_1534,eng-WL-107-174567-12932022_1568_1574,hank,kendra,per:spouse,t
AFP_ENG_20080110.0782.LDC2009T13,115324,AFP_ENG_20080110.0782.LDC2009T13_806_818,AFP_ENG_20080110.0782.LDC2009T13_796_805,bill clinton,president,per:title,t
eng-WL-11-174595-12968423,36273,eng-WL-11-174595-12968423_11996_12009,eng-WL-11-174595-12968423_11979_11991,spencer pratt,heidi montag,per:spouse,t
NYT_ENG_20080106.0060.LDC2009T13,95649,NYT_ENG_20080106.0060.LDC2009T13_2642_2653,NYT_ENG_20080106.0060.LDC2009T13_2666_2674,mitt romney,governor,per:title,t
AFP_ENG_20080106.0023.LDC2009T13,36257,AFP_ENG_20080106.0023.LDC2009T13_305_316,AFP_ENG_20080106.0023.LDC2009T13_295_304,hugo chavez,president,per:title,t
eng-WL-11-174572-12947798,75629,eng-WL-11-174572-12947798_703_718,eng-WL-11-174572-12947798_780_788,patricia wettig,ken olin,per:spouse,t
eng-NG-31-147907-10553588,297281,eng-NG-31-147907-10553588_1564_1575,eng-NG-31-147907-10553588_1554_1563,hugo chávez,president,per:title,t
APW_ENG_20071211.1546.LDC2009T13,59296,APW_ENG_20071211.1546.LDC2009T13_2255_2259,APW_ENG_20071211.1546.LDC2009T13_2311_2324,citi,sanford weill,org:founded_by,t
LTW_ENG_20071022.0033.LDC2009T13,87947,LTW_ENG_20071022.0033.LDC2009T13_367_386,LTW_ENG_20071022.0033.LDC2009T13_357_366,mahmoud ahmadinejad,president,per:title,t
XIN_ENG_20050522.0148.LDC2007T07,136359,XIN_ENG_20050522.0148.LDC2007T07_534_558,XIN_ENG_20050522.0148.LDC2007T07_524_533,akbar hashemi rafsanjani,president,per:title,t
APW_ENG_20070705.1125.LDC2009T13,340476,APW_ENG_20070705.1125.LDC2009T13_725_739,APW_ENG_20070705.1125.LDC2009T13_715_724,vladimir putin,president,per:title,t
NYT_ENG_20080418.0011.LDC2009T13,245466,NYT_ENG_20080418.0011.LDC2009T13_2213_2216,NYT_ENG_20080418.0011.LDC2009T13_2284_2291,lee,samsung,per:employee_or_member_of,t
APW_ENG_20070113.0883.LDC2009T13,253950,APW_ENG_20070113.0883.LDC2009T13_1329_1346,APW_ENG_20070113.0883.LDC2009T13_1319_1328,michelle bachelet,president,per:title,t
APW_ENG_20071116.0532.LDC2009T13,340501,APW_ENG_20071116.0532.LDC2009T13_5289_5302,APW_ENG_20071116.0532.LDC2009T13_5193_5212,samsung group,samsung electronics,org:subsidiaries,t
eng-WL-11-174595-12968423,36263,eng-WL-11-174595-12968423_633_640,eng-WL-11-174595-12968423_654_669,britney,kevin federline,per:spouse,t
APW_ENG_20070910.1669.LDC2009T13,108657,APW_ENG_20070910.1669.LDC2009T13_802_816,APW_ENG_20070910.1669.LDC2009T13_792_801,george w. bush,president,per:title,t
eng-WL-11-174595-12968296,174508,eng-WL-11-174595-12968296_529_536,eng-WL-11-174595-12968296_702_719,britney,jamie lynn spears,per:siblings,t
APW_ENG_20080516.0421.LDC2009T13,174516,APW_ENG_20080516.0421.LDC2009T13_451_466,APW_ENG_20080516.0421.LDC2009T13_321_336,portia de rossi,ellen degeneres,per:spouse,t
APW_ENG_20081224.0787.LDC2009T13,36248,APW_ENG_20081224.0787.LDC2009T13_2538_2550,APW_ENG_20081224.0787.LDC2009T13_2575_2586,andrew cuomo,mario cuomo,per:parents,t
eng-WL-11-174595-12968511,289351,eng-WL-11-174595-12968511_770_785,eng-WL-11-174595-12968511_514_521,kevin federline,britney,per:spouse,t
eng-WL-11-174598-12964778,191009,eng-WL-11-174598-12964778_39509_39521,eng-WL-11-174598-12964778_39462_39466,bruce willis,demi,per:spouse,t
NYT_ENG_20080318.0201.LDC2009T13,153778,NYT_ENG_20080318.0201.LDC2009T13_5504_5522,NYT_ENG_20080318.0201.LDC2009T13_5526_5541,john hope franklin,duke university,per:employee_or_member_of,t
eng-WL-11-174587-12962062,253969,eng-WL-11-174587-12962062_349_362,eng-WL-11-174587-12962062_332_344,spencer pratt,heidi montag,per:spouse,t
eng-NG-31-101415-11617096,115329,eng-NG-31-101415-11617096_4967_4977,eng-NG-31-101415-11617096_5018_5025,phil chess,leonard,per:siblings,t
eng-WL-107-174567-12933036,59337,eng-WL-107-174567-12933036_3773_3780,eng-WL-107-174567-12933036_3800_3812,britney,jamie spears,per:parents,t
XIN_ENG_20080224.0186.LDC2009T13,8728,XIN_ENG_20080224.0186.LDC2009T13_255_266,XIN_ENG_20080224.0186.LDC2009T13_292_301,raul castro,president,per:title,t
LTW_ENG_20080513.0059.LDC2009T13,185206,LTW_ENG_20080513.0059.LDC2009T13_6640_6645,LTW_ENG_20080513.0059.LDC2009T13_6597_6604,heidi,spencer,per:spouse,t
eng-WL-11-174611-12980606,147058,eng-WL-11-174611-12980606_1182_1197,eng-WL-11-174611-12980606_1220_1235,ellen degeneres,portia de rossi,per:spouse,t
eng-WL-107-174567-12933094,185172,eng-WL-107-174567-12933094_962_972,eng-WL-107-174567-12933094_981_993,jamie lynn,lynne spears,per:parents,t
eng-WL-11-174584-12964464,340518,eng-WL-11-174584-12964464_1860_1865,eng-WL-11-174584-12964464_1927_1940,jason,molly malaney,per:spouse,t
AFP_ENG_20070109.0040.LDC2009T13,32413,AFP_ENG_20070109.0040.LDC2009T13_364_375,AFP_ENG_20070109.0040.LDC2009T13_354_363,hugo chavez,president,per:title,t
NYT_ENG_20081218.0135.LDC2009T13,245411,NYT_ENG_20081218.0135.LDC2009T13_1069_1081,NYT_ENG_20081218.0135.LDC2009T13_1172_1184,shana madoff,peter madoff,per:parents,t
eng-WL-11-174595-12968555,24,eng-WL-11-174595-12968555_1618_1630,eng-WL-11-174595-12968555_1633_1640,jamie spears,britney,per:siblings,t
AFP_ENG_20071108.0155.LDC2009T13,222242,AFP_ENG_20071108.0155.LDC2009T13_1299_1310,AFP_ENG_20071108.0155.LDC2009T13_1290_1298,mitt romney,governor,per:title,t
APW_ENG_20071127.1058.LDC2009T13,217542,APW_ENG_20071127.1058.LDC2009T13_362_374,APW_ENG_20071127.1058.LDC2009T13_301_320,brooke astor,anthony d. marshall,per:children,t
AFP_ENG_20080422.0603.LDC2009T13,217543,AFP_ENG_20080422.0603.LDC2009T13_1516_1519,AFP_ENG_20080422.0603.LDC2009T13_1654_1661,lee,samsung,per:employee_or_member_of,t
APW_ENG_20080307.0546.LDC2009T13,319687,APW_ENG_20080307.0546.LDC2009T13_1821_1832,APW_ENG_20080307.0546.LDC2009T13_1894_1913,lee kun-hee,samsung electronics,per:employee_or_member_of,t
AFP_ENG_20081228.0244.LDC2009T13,340522,AFP_ENG_20081228.0244.LDC2009T13_666_678,AFP_ENG_20081228.0244.LDC2009T13_554_565,fidel castro,raul castro,per:siblings,t
eng-WL-107-174567-12932153,174509,eng-WL-107-174567-12932153_1035_1047,eng-WL-107-174567-12932153_943_950,paul sculfor,cameron,per:spouse,t
eng-WL-11-174587-12962628,253952,eng-WL-11-174587-12962628_389_402,eng-WL-11-174587-12962628_372_384,spencer pratt,heidi montag,per:spouse,t
CNA_ENG_20071102.0005.LDC2009T13,311059,CNA_ENG_20071102.0005.LDC2009T13_3976_3988,CNA_ENG_20071102.0005.LDC2009T13_3966_3975,lee teng-hui,president,per:title,t
AFP_ENG_20080313.0402.LDC2009T13,311084,AFP_ENG_20080313.0402.LDC2009T13_784_803,AFP_ENG_20080313.0402.LDC2009T13_774_783,mahmoud ahmadinejad,president,per:title,t
eng-WL-11-174594-12961457,75611,eng-WL-11-174594-12961457_1207_1221,eng-WL-11-174594-12961457_1238_1255,britney spears,jamie lynn spears,per:siblings,t
eng-WL-11-174595-12968566,305859,eng-WL-11-174595-12968566_23380_23390,eng-WL-11-174595-12968566_23446_23459,dina lohan,michael lohan,per:spouse,t
eng-WL-11-174594-12961460,153780,eng-WL-11-174594-12961460_871_881,eng-WL-11-174594-12961460_1022_1029,jamie lynn,britney,per:siblings,t
eng-WL-11-174595-12968571,331709,eng-WL-11-174595-12968571_18918_18936,eng-WL-11-174595-12968571_18989_19004,jennifer carpenter,michael c. hall,per:spouse,t
eng-WL-11-174611-12980381,36241,eng-WL-11-174611-12980381_2150_2165,eng-WL-11-174611-12980381_2119_2134,ellen degeneres,betty degeneres,per:parents,t
eng-WL-11-174595-12968146,238878,eng-WL-11-174595-12968146_2962_2973,eng-WL-11-174595-12968146_2929_2944,anna nicole,howard k. stern,per:spouse,t
NYT_ENG_20080921.0033.LDC2009T13,209719,NYT_ENG_20080921.0033.LDC2009T13_3007_3015,NYT_ENG_20080921.0033.LDC2009T13_2940_2949,citicorp,citigroup,org:parents,t
eng-NG-31-100720-11217028,26,eng-NG-31-100720-11217028_2665_2688,eng-NG-31-100720-11217028_2733_2745,family research council,tony perkins,org:founded_by,t
eng-WL-11-174572-12945259,59280,eng-WL-11-174572-12945259_742_755,eng-WL-11-174572-12945259_726_731,spencer pratt,heidi,per:spouse,t
APW_ENG_20081216.1316.LDC2009T13,253942,APW_ENG_20081216.1316.LDC2009T13_3891_3906,APW_ENG_20081216.1316.LDC2009T13_3831_3840,felipe calderon,president,per:title,t
NYT_ENG_20070327.0012.LDC2009T13,68111,NYT_ENG_20070327.0012.LDC2009T13_254_266,NYT_ENG_20070327.0012.LDC2009T13_276_285,bill clinton,president,per:title,t
eng-WL-11-174595-12968178,311080,eng-WL-11-174595-12968178_17209_17216,eng-WL-11-174595-12968178_17180_17190,lindsay,dina lohan,per:parents,t
eng-WL-11-174595-12968276,68113,eng-WL-11-174595-12968276_4298_4311,eng-WL-11-174595-12968276_4276_4289,conrad hilton,barron hilton,per:children,t
APW_ENG_20080511.0652.LDC2009T13,75627,APW_ENG_20080511.0652.LDC2009T13_334_345,APW_ENG_20080511.0652.LDC2009T13_324_333,hugo chavez,president,per:title,t
eng-WL-107-174567-12931766,141016,eng-WL-107-174567-12931766_559_575,eng-WL-107-174567-12931766_594_606,kendra wilkinson,hank baskett,per:spouse,t
eng-WL-11-174611-12980381,36274,eng-WL-11-174611-12980381_2119_2134,eng-WL-11-174611-12980381_2150_2165,betty degeneres,ellen degeneres,per:children,t
APW_ENG_20070619.0058.LDC2009T13,47026,APW_ENG_20070619.0058.LDC2009T13_358_369,APW_ENG_20070619.0058.LDC2009T13_348_357,raul castro,president,per:title,t
eng-WL-11-174595-12968566,305852,eng-WL-11-174595-12968566_648_655,eng-WL-11-174595-12968566_802_814,britney,jamie spears,per:parents,t
NYT_ENG_20070308.0036.LDC2009T13,8743,NYT_ENG_20070308.0036.LDC2009T13_5982_5993,NYT_ENG_20070308.0036.LDC2009T13_6030_6042,chris klein,katie holmes,per:spouse,t
NYT_ENG_20080921.0033.LDC2009T13,209740,NYT_ENG_20080921.0033.LDC2009T13_6625_6634,NYT_ENG_20080921.0033.LDC2009T13_6777_6786,citigroup,citigroup,org:parents,t
eng-WL-11-174611-12974078,160823,eng-WL-11-174611-12974078_1329_1340,eng-WL-11-174611-12974078_1320_1328,mitt romney,governor,per:title,t
eng-WL-11-174595-12968244,127753,eng-WL-11-174595-12968244_5007_5020,eng-WL-11-174595-12968244_5172_5188,david beckham,victoria beckham,per:spouse,t
AFP_ENG_20070726.0335.LDC2009T13,46987,AFP_ENG_20070726.0335.LDC2009T13_948_960,AFP_ENG_20070726.0335.LDC2009T13_849_860,fidel castro,raul castro,per:siblings,t
